"기준년월","발신지(시/도)","발신지(시/군/구)","발신지(읍/면/동)","통화량"
"201401","서울특별시","강남구","개포2동","55"
"201401","서울특별시","강남구","개포4동","49"
"201401","서울특별시","강남구","개포동","109"
"201401","서울특별시","강남구","논현1동","85"
"201401","서울특별시","강남구","논현2동","184"
"201401","서울특별시","강남구","논현동","359"
"201401","서울특별시","강남구","대치1동","39"
"201401","서울특별시","강남구","대치2동","95"
"201401","서울특별시","강남구","대치3동","21"
"201401","서울특별시","강남구","대치4동","65"
"201401","서울특별시","강남구","대치동","90"
"201401","서울특별시","강남구","도곡2동","46"
"201401","서울특별시","강남구","도곡동","155"
"201401","서울특별시","강남구","삼성1동","266"
"201401","서울특별시","강남구","삼성2동","274"
"201401","서울특별시","강남구","삼성동","174"
"201401","서울특별시","강남구","세곡동","83"
"201401","서울특별시","강남구","수서동","72"
"201401","서울특별시","강남구","신사동","691"
"201401","서울특별시","강남구","역삼1동","412"
"201401","서울특별시","강남구","역삼2동","240"
"201401","서울특별시","강남구","역삼동","746"
"201401","서울특별시","강남구","일원1동","97"
"201401","서울특별시","강남구","일원동","36"
"201401","서울특별시","강남구","청담동","302"
"201401","서울특별시","강동구","강일동","130"
"201401","서울특별시","강동구","고덕2동","11"
"201401","서울특별시","강동구","고덕동","28"
"201401","서울특별시","강동구","길2동","48"
"201401","서울특별시","강동구","길동","139"
"201401","서울특별시","강동구","둔촌동","18"
"201401","서울특별시","강동구","명일동","71"
"201401","서울특별시","강동구","상일동","361"
"201401","서울특별시","강동구","성내3동","41"
"201401","서울특별시","강동구","성내동","122"
"201401","서울특별시","강동구","암사동","83"
"201401","서울특별시","강동구","천호2동","23"
"201401","서울특별시","강동구","천호3동","6"
"201401","서울특별시","강동구","천호동","175"
"201401","서울특별시","강북구","미아1동","7"
"201401","서울특별시","강북구","미아5동","7"
"201401","서울특별시","강북구","미아8동","16"
"201401","서울특별시","강북구","미아동","50"
"201401","서울특별시","강북구","번1동","39"
"201401","서울특별시","강북구","번동","26"
"201401","서울특별시","강북구","수유1동","29"
"201401","서울특별시","강북구","수유2동","25"
"201401","서울특별시","강북구","우이동","13"
"201401","서울특별시","강서구","가양2동","94"
"201401","서울특별시","강서구","개화동","14"
"201401","서울특별시","강서구","과해동","265"
"201401","서울특별시","강서구","내발산동","94"
"201401","서울특별시","강서구","등촌2동","16"
"201401","서울특별시","강서구","등촌3동","8"
"201401","서울특별시","강서구","등촌동","75"
"201401","서울특별시","강서구","방화1동","13"
"201401","서울특별시","강서구","방화2동","135"
"201401","서울특별시","강서구","방화3동","26"
"201401","서울특별시","강서구","방화동","108"
"201401","서울특별시","강서구","염창동","130"
"201401","서울특별시","강서구","외발산동","71"
"201401","서울특별시","강서구","화곡1동","15"
"201401","서울특별시","강서구","화곡2동","23"
"201401","서울특별시","강서구","화곡3동","11"
"201401","서울특별시","강서구","화곡4동","13"
"201401","서울특별시","강서구","화곡6동","110"
"201401","서울특별시","강서구","화곡8동","46"
"201401","서울특별시","강서구","화곡동","111"
"201401","서울특별시","강서구","화곡본동","54"
"201401","서울특별시","관악구","난곡동","16"
"201401","서울특별시","관악구","난향동","13"
"201401","서울특별시","관악구","남현동","44"
"201401","서울특별시","관악구","대학동","39"
"201401","서울특별시","관악구","미성동","7"
"201401","서울특별시","관악구","보라매동","56"
"201401","서울특별시","관악구","봉천2동","18"
"201401","서울특별시","관악구","봉천4동","14"
"201401","서울특별시","관악구","봉천동","112"
"201401","서울특별시","관악구","삼성동","17"
"201401","서울특별시","관악구","서원동","15"
"201401","서울특별시","관악구","신림4동","6"
"201401","서울특별시","관악구","신림동","127"
"201401","서울특별시","관악구","신사동","49"
"201401","서울특별시","관악구","은천동","20"
"201401","서울특별시","관악구","조원동","13"
"201401","서울특별시","관악구","청룡동","24"
"201401","서울특별시","광진구","광장동","71"
"201401","서울특별시","광진구","구의3동","11"
"201401","서울특별시","광진구","구의동","99"
"201401","서울특별시","광진구","군자동","42"
"201401","서울특별시","광진구","능동","31"
"201401","서울특별시","광진구","모진동","13"
"201401","서울특별시","광진구","자양3동","86"
"201401","서울특별시","광진구","자양4동","11"
"201401","서울특별시","광진구","자양동","162"
"201401","서울특별시","광진구","중곡1동","14"
"201401","서울특별시","광진구","중곡2동","13"
"201401","서울특별시","광진구","중곡3동","16"
"201401","서울특별시","광진구","중곡동","61"
"201401","서울특별시","광진구","화양동","64"
"201401","서울특별시","구로구","가리봉동","47"
"201401","서울특별시","구로구","개봉3동","34"
"201401","서울특별시","구로구","개봉동","34"
"201401","서울특별시","구로구","개봉본동","49"
"201401","서울특별시","구로구","고척2동","102"
"201401","서울특별시","구로구","고척동","127"
"201401","서울특별시","구로구","구로2동","107"
"201401","서울특별시","구로구","구로3동","73"
"201401","서울특별시","구로구","구로4동","5"
"201401","서울특별시","구로구","구로5동","53"
"201401","서울특별시","구로구","구로동","69"
"201401","서울특별시","구로구","구로본동","29"
"201401","서울특별시","구로구","궁동","80"
"201401","서울특별시","구로구","신도림동","87"
"201401","서울특별시","구로구","오류2동","31"
"201401","서울특별시","구로구","오류동","214"
"201401","서울특별시","구로구","온수동","62"
"201401","서울특별시","금천구","가산동","204"
"201401","서울특별시","금천구","독산1동","19"
"201401","서울특별시","금천구","독산4동","10"
"201401","서울특별시","금천구","독산동","41"
"201401","서울특별시","금천구","독산본동","25"
"201401","서울특별시","금천구","시흥2동","24"
"201401","서울특별시","금천구","시흥3동","36"
"201401","서울특별시","금천구","시흥4동","12"
"201401","서울특별시","금천구","시흥동","63"
"201401","서울특별시","노원구","공릉1동","20"
"201401","서울특별시","노원구","공릉2동","25"
"201401","서울특별시","노원구","공릉동","43"
"201401","서울특별시","노원구","상계1동","40"
"201401","서울특별시","노원구","상계2동","49"
"201401","서울특별시","노원구","상계3동","13"
"201401","서울특별시","노원구","상계5동","19"
"201401","서울특별시","노원구","상계6.7동","11"
"201401","서울특별시","노원구","상계동","89"
"201401","서울특별시","노원구","월계1동","20"
"201401","서울특별시","노원구","월계2동","40"
"201401","서울특별시","노원구","월계동","17"
"201401","서울특별시","노원구","중계1동","27"
"201401","서울특별시","노원구","중계동","14"
"201401","서울특별시","노원구","하계동","39"
"201401","서울특별시","도봉구","도봉1동","64"
"201401","서울특별시","도봉구","도봉동","10"
"201401","서울특별시","도봉구","방학1동","15"
"201401","서울특별시","도봉구","방학2동","23"
"201401","서울특별시","도봉구","방학3동","7"
"201401","서울특별시","도봉구","방학동","22"
"201401","서울특별시","도봉구","쌍문1동","26"
"201401","서울특별시","도봉구","쌍문3동","11"
"201401","서울특별시","도봉구","쌍문동","10"
