"기준년월","발신지(시/도)","발신지(시/군/구)","발신지(읍/면/동)","통화량"
"201402","서울특별시","강남구","개포2동","49"
"201402","서울특별시","강남구","개포4동","68"
"201402","서울특별시","강남구","개포동","70"
"201402","서울특별시","강남구","논현1동","70"
"201402","서울특별시","강남구","논현2동","140"
"201402","서울특별시","강남구","논현동","308"
"201402","서울특별시","강남구","대치1동","48"
"201402","서울특별시","강남구","대치2동","90"
"201402","서울특별시","강남구","대치3동","19"
"201402","서울특별시","강남구","대치4동","57"
"201402","서울특별시","강남구","대치동","97"
"201402","서울특별시","강남구","도곡2동","40"
"201402","서울특별시","강남구","도곡동","130"
"201402","서울특별시","강남구","삼성1동","245"
"201402","서울특별시","강남구","삼성2동","298"
"201402","서울특별시","강남구","삼성동","149"
"201402","서울특별시","강남구","세곡동","75"
"201402","서울특별시","강남구","수서동","78"
"201402","서울특별시","강남구","신사동","554"
"201402","서울특별시","강남구","역삼1동","354"
"201402","서울특별시","강남구","역삼2동","203"
"201402","서울특별시","강남구","역삼동","648"
"201402","서울특별시","강남구","일원1동","97"
"201402","서울특별시","강남구","일원동","32"
"201402","서울특별시","강남구","청담동","248"
"201402","서울특별시","강동구","강일동","165"
"201402","서울특별시","강동구","고덕2동","7"
"201402","서울특별시","강동구","고덕동","29"
"201402","서울특별시","강동구","길2동","40"
"201402","서울특별시","강동구","길동","102"
"201402","서울특별시","강동구","둔촌동","24"
"201402","서울특별시","강동구","명일동","79"
"201402","서울특별시","강동구","상일동","329"
"201402","서울특별시","강동구","성내3동","51"
"201402","서울특별시","강동구","성내동","130"
"201402","서울특별시","강동구","암사동","70"
"201402","서울특별시","강동구","천호2동","19"
"201402","서울특별시","강동구","천호3동","6"
"201402","서울특별시","강동구","천호동","164"
"201402","서울특별시","강북구","미아5동","5"
"201402","서울특별시","강북구","미아8동","15"
"201402","서울특별시","강북구","미아동","49"
"201402","서울특별시","강북구","번1동","31"
"201402","서울특별시","강북구","번동","23"
"201402","서울특별시","강북구","수유1동","23"
"201402","서울특별시","강북구","수유2동","26"
"201402","서울특별시","강북구","우이동","9"
"201402","서울특별시","강서구","가양2동","90"
"201402","서울특별시","강서구","개화동","11"
