"일자"	"요일"	"시간대"	"업종"	"이용건수"
"20140101"	"수"	"00"	"음식점-족발/보쌈전문"	"161"
"20140101"	"수"	"00"	"음식점-중국음식"	"135"
"20140101"	"수"	"00"	"치킨"	"2035"
"20140101"	"수"	"00"	"피자"	"83"
"20140101"	"수"	"01"	"음식점-족발/보쌈전문"	"99"
"20140101"	"수"	"01"	"음식점-중국음식"	"162"
"20140101"	"수"	"01"	"치킨"	"990"
"20140101"	"수"	"01"	"피자"	"46"
"20140101"	"수"	"02"	"음식점-족발/보쌈전문"	"39"
"20140101"	"수"	"02"	"음식점-중국음식"	"134"
"20140101"	"수"	"02"	"치킨"	"271"
"20140101"	"수"	"02"	"피자"	"23"
"20140101"	"수"	"03"	"음식점-족발/보쌈전문"	"25"
"20140101"	"수"	"03"	"음식점-중국음식"	"101"
"20140101"	"수"	"03"	"치킨"	"55"
"20140101"	"수"	"03"	"피자"	"10"
"20140101"	"수"	"04"	"음식점-족발/보쌈전문"	"12"
"20140101"	"수"	"04"	"음식점-중국음식"	"56"
"20140101"	"수"	"04"	"치킨"	"24"
"20140101"	"수"	"04"	"피자"	"6"
"20140101"	"수"	"05"	"음식점-중국음식"	"59"
"20140101"	"수"	"05"	"치킨"	"8"
"20140101"	"수"	"05"	"피자"	"5"
"20140101"	"수"	"06"	"음식점-중국음식"	"60"
"20140101"	"수"	"07"	"음식점-중국음식"	"51"
"20140101"	"수"	"08"	"음식점-족발/보쌈전문"	"6"
"20140101"	"수"	"08"	"음식점-중국음식"	"74"
"20140101"	"수"	"09"	"음식점-족발/보쌈전문"	"6"
"20140101"	"수"	"09"	"음식점-중국음식"	"135"
"20140101"	"수"	"09"	"피자"	"8"
"20140101"	"수"	"10"	"음식점-족발/보쌈전문"	"25"
"20140101"	"수"	"10"	"음식점-중국음식"	"429"
"20140101"	"수"	"10"	"치킨"	"11"
"20140101"	"수"	"10"	"피자"	"46"
"20140101"	"수"	"11"	"음식점-족발/보쌈전문"	"51"
"20140101"	"수"	"11"	"음식점-중국음식"	"1213"
"20140101"	"수"	"11"	"치킨"	"92"
"20140101"	"수"	"11"	"피자"	"237"
"20140101"	"수"	"12"	"음식점-족발/보쌈전문"	"137"
"20140101"	"수"	"12"	"음식점-중국음식"	"2011"
"20140101"	"수"	"12"	"치킨"	"373"
"20140101"	"수"	"12"	"피자"	"431"
"20140101"	"수"	"13"	"음식점-족발/보쌈전문"	"110"
"20140101"	"수"	"13"	"음식점-중국음식"	"1894"
"20140101"	"수"	"13"	"치킨"	"561"
"20140101"	"수"	"13"	"피자"	"600"
"20140101"	"수"	"14"	"음식점-족발/보쌈전문"	"141"
"20140101"	"수"	"14"	"음식점-중국음식"	"1716"
"20140101"	"수"	"14"	"치킨"	"718"
"20140101"	"수"	"14"	"피자"	"611"
"20140101"	"수"	"15"	"음식점-족발/보쌈전문"	"176"
"20140101"	"수"	"15"	"음식점-중국음식"	"1305"
"20140101"	"수"	"15"	"치킨"	"1014"
"20140101"	"수"	"15"	"피자"	"662"
"20140101"	"수"	"16"	"음식점-족발/보쌈전문"	"222"
"20140101"	"수"	"16"	"음식점-중국음식"	"1337"
"20140101"	"수"	"16"	"치킨"	"1374"
"20140101"	"수"	"16"	"피자"	"676"
"20140101"	"수"	"17"	"음식점-족발/보쌈전문"	"422"
"20140101"	"수"	"17"	"음식점-중국음식"	"1584"
"20140101"	"수"	"17"	"치킨"	"2239"
"20140101"	"수"	"17"	"피자"	"900"
"20140101"	"수"	"18"	"음식점-족발/보쌈전문"	"495"
"20140101"	"수"	"18"	"음식점-중국음식"	"1921"
"20140101"	"수"	"18"	"치킨"	"3308"
"20140101"	"수"	"18"	"피자"	"1043"
"20140101"	"수"	"19"	"음식점-족발/보쌈전문"	"374"
"20140101"	"수"	"19"	"음식점-중국음식"	"1353"
"20140101"	"수"	"19"	"치킨"	"3076"
"20140101"	"수"	"19"	"피자"	"887"
"20140101"	"수"	"20"	"음식점-족발/보쌈전문"	"256"
"20140101"	"수"	"20"	"음식점-중국음식"	"793"
"20140101"	"수"	"20"	"치킨"	"2720"
"20140101"	"수"	"20"	"피자"	"809"
"20140101"	"수"	"21"	"음식점-족발/보쌈전문"	"204"
"20140101"	"수"	"21"	"음식점-중국음식"	"341"
"20140101"	"수"	"21"	"치킨"	"2660"
"20140101"	"수"	"21"	"피자"	"702"
"20140101"	"수"	"22"	"음식점-족발/보쌈전문"	"186"
"20140101"	"수"	"22"	"음식점-중국음식"	"197"
"20140101"	"수"	"22"	"치킨"	"3037"
"20140101"	"수"	"22"	"피자"	"535"
"20140101"	"수"	"23"	"음식점-족발/보쌈전문"	"94"
"20140101"	"수"	"23"	"음식점-중국음식"	"122"
"20140101"	"수"	"23"	"치킨"	"2135"
"20140101"	"수"	"23"	"피자"	"183"
"20140102"	"목"	"00"	"음식점-족발/보쌈전문"	"46"
"20140102"	"목"	"00"	"음식점-중국음식"	"107"
"20140102"	"목"	"00"	"치킨"	"641"
"20140102"	"목"	"00"	"피자"	"28"
"20140102"	"목"	"01"	"음식점-족발/보쌈전문"	"26"
"20140102"	"목"	"01"	"음식점-중국음식"	"99"
"20140102"	"목"	"01"	"치킨"	"218"
"20140102"	"목"	"01"	"피자"	"8"
"20140102"	"목"	"02"	"음식점-족발/보쌈전문"	"9"
"20140102"	"목"	"02"	"음식점-중국음식"	"78"
"20140102"	"목"	"02"	"치킨"	"56"
"20140102"	"목"	"02"	"피자"	"7"
"20140102"	"목"	"03"	"음식점-족발/보쌈전문"	"6"
"20140102"	"목"	"03"	"음식점-중국음식"	"74"
"20140102"	"목"	"03"	"치킨"	"17"
"20140102"	"목"	"03"	"피자"	"5"
"20140102"	"목"	"04"	"음식점-중국음식"	"39"
"20140102"	"목"	"04"	"치킨"	"9"
"20140102"	"목"	"04"	"피자"	"5"
"20140102"	"목"	"05"	"음식점-중국음식"	"48"
"20140102"	"목"	"05"	"치킨"	"5"
"20140102"	"목"	"06"	"음식점-중국음식"	"42"
"20140102"	"목"	"07"	"음식점-중국음식"	"34"
"20140102"	"목"	"08"	"음식점-족발/보쌈전문"	"8"
"20140102"	"목"	"08"	"음식점-중국음식"	"68"
"20140102"	"목"	"09"	"음식점-족발/보쌈전문"	"16"
"20140102"	"목"	"09"	"음식점-중국음식"	"173"
"20140102"	"목"	"09"	"치킨"	"9"
"20140102"	"목"	"09"	"피자"	"12"
"20140102"	"목"	"10"	"음식점-족발/보쌈전문"	"27"
"20140102"	"목"	"10"	"음식점-중국음식"	"458"
"20140102"	"목"	"10"	"치킨"	"27"
"20140102"	"목"	"10"	"피자"	"52"
"20140102"	"목"	"11"	"음식점-족발/보쌈전문"	"61"
"20140102"	"목"	"11"	"음식점-중국음식"	"1365"
"20140102"	"목"	"11"	"치킨"	"124"
"20140102"	"목"	"11"	"피자"	"208"
"20140102"	"목"	"12"	"음식점-족발/보쌈전문"	"58"
"20140102"	"목"	"12"	"음식점-중국음식"	"1988"
"20140102"	"목"	"12"	"치킨"	"279"
"20140102"	"목"	"12"	"피자"	"334"
"20140102"	"목"	"13"	"음식점-족발/보쌈전문"	"66"
"20140102"	"목"	"13"	"음식점-중국음식"	"1674"
