"일자"	"요일"	"시간대"	"업종"	"총_건수"
"2013년08월12일"	"월"	"03시간대"	"중국음식"	"136"
"2013년08월12일"	"월"	"04시간대"	"중국음식"	"112"
"2013년08월12일"	"월"	"05시간대"	"중국음식"	"90"
"2013년08월12일"	"월"	"06시간대"	"중국음식"	"82"
"2013년08월12일"	"월"	"07시간대"	"중국음식"	"92"
"2013년08월12일"	"월"	"08시간대"	"중국음식"	"136"
"2013년08월12일"	"월"	"09시간대"	"중국음식"	"280"
"2013년08월12일"	"월"	"10시간대"	"중국음식"	"789"
"2013년08월12일"	"월"	"11시간대"	"중국음식"	"2607"
"2013년08월12일"	"월"	"12시간대"	"중국음식"	"3787"
"2013년08월12일"	"월"	"13시간대"	"중국음식"	"2988"
"2013년08월12일"	"월"	"14시간대"	"중국음식"	"1918"
"2013년08월12일"	"월"	"15시간대"	"중국음식"	"1470"
"2013년08월12일"	"월"	"16시간대"	"중국음식"	"1205"
"2013년08월12일"	"월"	"17시간대"	"중국음식"	"1597"
"2013년08월12일"	"월"	"18시간대"	"중국음식"	"2145"
"2013년08월12일"	"월"	"19시간대"	"중국음식"	"2497"
"2013년08월12일"	"월"	"20시간대"	"중국음식"	"1560"
"2013년08월12일"	"월"	"21시간대"	"중국음식"	"641"
"2013년08월12일"	"월"	"22시간대"	"중국음식"	"321"
"2013년08월12일"	"월"	"23시간대"	"중국음식"	"229"
"2013년08월12일"	"월"	"00시간대"	"치킨"	"735"
"2013년08월12일"	"월"	"01시간대"	"치킨"	"296"
"2013년08월12일"	"월"	"02시간대"	"치킨"	"86"
"2013년08월12일"	"월"	"03시간대"	"치킨"	"25"
"2013년08월12일"	"월"	"04시간대"	"치킨"	"10"
"2013년08월12일"	"월"	"05시간대"	"치킨"	"10"
"2013년08월12일"	"월"	"06시간대"	"치킨"	"6"
"2013년08월12일"	"월"	"07시간대"	"치킨"	"7"
"2013년08월12일"	"월"	"08시간대"	"치킨"	"8"
"2013년08월12일"	"월"	"09시간대"	"치킨"	"23"
"2013년08월12일"	"월"	"10시간대"	"치킨"	"75"
"2013년08월12일"	"월"	"11시간대"	"치킨"	"315"
"2013년08월12일"	"월"	"12시간대"	"치킨"	"653"
"2013년08월12일"	"월"	"13시간대"	"치킨"	"652"
"2013년08월12일"	"월"	"14시간대"	"치킨"	"763"
"2013년08월12일"	"월"	"15시간대"	"치킨"	"938"
"2013년08월12일"	"월"	"16시간대"	"치킨"	"1290"
"2013년08월12일"	"월"	"17시간대"	"치킨"	"2261"
"2013년08월12일"	"월"	"18시간대"	"치킨"	"4415"
"2013년08월12일"	"월"	"19시간대"	"치킨"	"6361"
"2013년08월12일"	"월"	"20시간대"	"치킨"	"6380"
"2013년08월12일"	"월"	"21시간대"	"치킨"	"5364"
"2013년08월12일"	"월"	"22시간대"	"치킨"	"4696"
"2013년08월12일"	"월"	"23시간대"	"치킨"	"2643"
"2013년08월12일"	"월"	"00시간대"	"피자전문"	"53"
"2013년08월12일"	"월"	"01시간대"	"피자전문"	"19"
"2013년08월12일"	"월"	"02시간대"	"피자전문"	"16"
"2013년08월12일"	"월"	"03시간대"	"피자전문"	"8"
"2013년08월12일"	"월"	"05시간대"	"피자전문"	"7"
"2013년08월12일"	"월"	"08시간대"	"피자전문"	"11"
"2013년08월12일"	"월"	"09시간대"	"피자전문"	"27"
"2013년08월12일"	"월"	"10시간대"	"피자전문"	"114"
"2013년08월12일"	"월"	"11시간대"	"피자전문"	"307"
"2013년08월12일"	"월"	"12시간대"	"피자전문"	"426"
"2013년08월12일"	"월"	"13시간대"	"피자전문"	"365"
"2013년08월12일"	"월"	"14시간대"	"피자전문"	"388"
"2013년08월12일"	"월"	"15시간대"	"피자전문"	"327"
"2013년08월12일"	"월"	"16시간대"	"피자전문"	"377"
"2013년08월12일"	"월"	"17시간대"	"피자전문"	"505"
"2013년08월12일"	"월"	"18시간대"	"피자전문"	"695"
"2013년08월12일"	"월"	"19시간대"	"피자전문"	"784"
"2013년08월12일"	"월"	"20시간대"	"피자전문"	"750"
"2013년08월12일"	"월"	"21시간대"	"피자전문"	"720"
"2013년08월12일"	"월"	"22시간대"	"피자전문"	"457"
"2013년08월12일"	"월"	"23시간대"	"피자전문"	"129"
"2013년08월13일"	"화"	"00시간대"	"족발/보쌈전문"	"71"
"2013년08월13일"	"화"	"01시간대"	"족발/보쌈전문"	"47"
"2013년08월13일"	"화"	"02시간대"	"족발/보쌈전문"	"32"
"2013년08월13일"	"화"	"03시간대"	"족발/보쌈전문"	"15"
"2013년08월13일"	"화"	"04시간대"	"족발/보쌈전문"	"15"
"2013년08월13일"	"화"	"05시간대"	"족발/보쌈전문"	"9"
"2013년08월13일"	"화"	"06시간대"	"족발/보쌈전문"	"12"
"2013년08월13일"	"화"	"07시간대"	"족발/보쌈전문"	"12"
"2013년08월13일"	"화"	"08시간대"	"족발/보쌈전문"	"9"
"2013년08월13일"	"화"	"09시간대"	"족발/보쌈전문"	"15"
"2013년08월13일"	"화"	"10시간대"	"족발/보쌈전문"	"38"
"2013년08월13일"	"화"	"11시간대"	"족발/보쌈전문"	"62"
"2013년08월13일"	"화"	"12시간대"	"족발/보쌈전문"	"100"
"2013년08월13일"	"화"	"13시간대"	"족발/보쌈전문"	"89"
"2013년08월13일"	"화"	"14시간대"	"족발/보쌈전문"	"95"
"2013년08월13일"	"화"	"15시간대"	"족발/보쌈전문"	"71"
"2013년08월13일"	"화"	"16시간대"	"족발/보쌈전문"	"116"
"2013년08월13일"	"화"	"17시간대"	"족발/보쌈전문"	"194"
"2013년08월13일"	"화"	"18시간대"	"족발/보쌈전문"	"369"
"2013년08월13일"	"화"	"19시간대"	"족발/보쌈전문"	"394"
"2013년08월13일"	"화"	"20시간대"	"족발/보쌈전문"	"335"
"2013년08월13일"	"화"	"21시간대"	"족발/보쌈전문"	"263"
"2013년08월13일"	"화"	"22시간대"	"족발/보쌈전문"	"199"
"2013년08월13일"	"화"	"23시간대"	"족발/보쌈전문"	"118"
"2013년08월13일"	"화"	"00시간대"	"중국음식"	"179"
"2013년08월13일"	"화"	"01시간대"	"중국음식"	"211"
"2013년08월13일"	"화"	"02시간대"	"중국음식"	"184"
"2013년08월13일"	"화"	"03시간대"	"중국음식"	"153"
"2013년08월13일"	"화"	"04시간대"	"중국음식"	"118"
"2013년08월13일"	"화"	"05시간대"	"중국음식"	"93"
"2013년08월13일"	"화"	"06시간대"	"중국음식"	"106"
"2013년08월13일"	"화"	"07시간대"	"중국음식"	"87"
"2013년08월13일"	"화"	"08시간대"	"중국음식"	"131"
"2013년08월13일"	"화"	"09시간대"	"중국음식"	"286"
"2013년08월13일"	"화"	"10시간대"	"중국음식"	"789"
"2013년08월13일"	"화"	"11시간대"	"중국음식"	"2862"
"2013년08월13일"	"화"	"12시간대"	"중국음식"	"3988"
"2013년08월13일"	"화"	"13시간대"	"중국음식"	"3052"
"2013년08월13일"	"화"	"14시간대"	"중국음식"	"1917"
"2013년08월13일"	"화"	"15시간대"	"중국음식"	"1478"
"2013년08월13일"	"화"	"16시간대"	"중국음식"	"1500"
"2013년08월13일"	"화"	"17시간대"	"중국음식"	"1815"
"2013년08월13일"	"화"	"18시간대"	"중국음식"	"2522"
"2013년08월13일"	"화"	"19시간대"	"중국음식"	"2732"
"2013년08월13일"	"화"	"20시간대"	"중국음식"	"1799"
"2013년08월13일"	"화"	"21시간대"	"중국음식"	"661"
"2013년08월13일"	"화"	"22시간대"	"중국음식"	"336"
"2013년08월13일"	"화"	"23시간대"	"중국음식"	"267"
"2013년08월13일"	"화"	"00시간대"	"치킨"	"1029"
"2013년08월13일"	"화"	"01시간대"	"치킨"	"362"
"2013년08월13일"	"화"	"02시간대"	"치킨"	"121"
"2013년08월13일"	"화"	"03시간대"	"치킨"	"44"
"2013년08월13일"	"화"	"04시간대"	"치킨"	"19"
"2013년08월13일"	"화"	"05시간대"	"치킨"	"7"
"2013년08월13일"	"화"	"09시간대"	"치킨"	"26"
"2013년08월13일"	"화"	"10시간대"	"치킨"	"51"
"2013년08월13일"	"화"	"11시간대"	"치킨"	"165"
"2013년08월13일"	"화"	"12시간대"	"치킨"	"400"
"2013년08월13일"	"화"	"13시간대"	"치킨"	"448"
"2013년08월13일"	"화"	"14시간대"	"치킨"	"489"
"2013년08월13일"	"화"	"15시간대"	"치킨"	"596"
"2013년08월13일"	"화"	"16시간대"	"치킨"	"846"
"2013년08월13일"	"화"	"17시간대"	"치킨"	"1339"
"2013년08월13일"	"화"	"18시간대"	"치킨"	"2153"
"2013년08월13일"	"화"	"19시간대"	"치킨"	"3047"
"2013년08월13일"	"화"	"20시간대"	"치킨"	"3041"
"2013년08월13일"	"화"	"21시간대"	"치킨"	"2825"
"2013년08월13일"	"화"	"22시간대"	"치킨"	"2671"
"2013년08월13일"	"화"	"23시간대"	"치킨"	"1672"
"2013년08월13일"	"화"	"00시간대"	"피자전문"	"51"
"2013년08월13일"	"화"	"01시간대"	"피자전문"	"20"
"2013년08월13일"	"화"	"02시간대"	"피자전문"	"18"
"2013년08월13일"	"화"	"03시간대"	"피자전문"	"17"
"2013년08월13일"	"화"	"04시간대"	"피자전문"	"12"
"2013년08월13일"	"화"	"05시간대"	"피자전문"	"8"
"2013년08월13일"	"화"	"08시간대"	"피자전문"	"10"
"2013년08월13일"	"화"	"09시간대"	"피자전문"	"20"
"2013년08월13일"	"화"	"10시간대"	"피자전문"	"94"
"2013년08월13일"	"화"	"11시간대"	"피자전문"	"377"
"2013년08월13일"	"화"	"12시간대"	"피자전문"	"452"
"2013년08월13일"	"화"	"13시간대"	"피자전문"	"412"
"2013년08월13일"	"화"	"14시간대"	"피자전문"	"369"
"2013년08월13일"	"화"	"15시간대"	"피자전문"	"372"
"2013년08월13일"	"화"	"16시간대"	"피자전문"	"435"
"2013년08월13일"	"화"	"17시간대"	"피자전문"	"526"
"2013년08월13일"	"화"	"18시간대"	"피자전문"	"740"
"2013년08월13일"	"화"	"19시간대"	"피자전문"	"775"
"2013년08월13일"	"화"	"20시간대"	"피자전문"	"679"
"2013년08월13일"	"화"	"21시간대"	"피자전문"	"569"
"2013년08월13일"	"화"	"22시간대"	"피자전문"	"452"
"2013년08월13일"	"화"	"23시간대"	"피자전문"	"153"
"2013년08월14일"	"수"	"00시간대"	"족발/보쌈전문"	"82"
"2013년08월14일"	"수"	"01시간대"	"족발/보쌈전문"	"49"
"2013년08월14일"	"수"	"02시간대"	"족발/보쌈전문"	"25"
"2013년08월14일"	"수"	"03시간대"	"족발/보쌈전문"	"15"
"2013년08월14일"	"수"	"04시간대"	"족발/보쌈전문"	"9"
"2013년08월14일"	"수"	"05시간대"	"족발/보쌈전문"	"14"
"2013년08월14일"	"수"	"06시간대"	"족발/보쌈전문"	"11"
"2013년08월14일"	"수"	"07시간대"	"족발/보쌈전문"	"8"
"2013년08월14일"	"수"	"08시간대"	"족발/보쌈전문"	"7"
"2013년08월14일"	"수"	"09시간대"	"족발/보쌈전문"	"22"
"2013년08월14일"	"수"	"10시간대"	"족발/보쌈전문"	"32"
"2013년08월14일"	"수"	"11시간대"	"족발/보쌈전문"	"70"
"2013년08월14일"	"수"	"12시간대"	"족발/보쌈전문"	"126"
"2013년08월14일"	"수"	"13시간대"	"족발/보쌈전문"	"70"
"2013년08월14일"	"수"	"14시간대"	"족발/보쌈전문"	"76"
"2013년08월14일"	"수"	"15시간대"	"족발/보쌈전문"	"86"
"2013년08월14일"	"수"	"16시간대"	"족발/보쌈전문"	"103"
"2013년08월14일"	"수"	"17시간대"	"족발/보쌈전문"	"235"
"2013년08월14일"	"수"	"18시간대"	"족발/보쌈전문"	"409"
"2013년08월14일"	"수"	"19시간대"	"족발/보쌈전문"	"563"
"2013년08월14일"	"수"	"20시간대"	"족발/보쌈전문"	"546"
"2013년08월14일"	"수"	"21시간대"	"족발/보쌈전문"	"390"
"2013년08월14일"	"수"	"22시간대"	"족발/보쌈전문"	"313"
"2013년08월14일"	"수"	"23시간대"	"족발/보쌈전문"	"245"
"2013년08월14일"	"수"	"00시간대"	"중국음식"	"214"
"2013년08월14일"	"수"	"01시간대"	"중국음식"	"203"
"2013년08월14일"	"수"	"02시간대"	"중국음식"	"199"
"2013년08월14일"	"수"	"03시간대"	"중국음식"	"124"
"2013년08월14일"	"수"	"04시간대"	"중국음식"	"135"
"2013년08월14일"	"수"	"05시간대"	"중국음식"	"108"
"2013년08월14일"	"수"	"06시간대"	"중국음식"	"104"
"2013년08월14일"	"수"	"07시간대"	"중국음식"	"106"
"2013년08월14일"	"수"	"08시간대"	"중국음식"	"108"
"2013년08월14일"	"수"	"09시간대"	"중국음식"	"282"
"2013년08월14일"	"수"	"10시간대"	"중국음식"	"825"
"2013년08월14일"	"수"	"11시간대"	"중국음식"	"3152"
"2013년08월14일"	"수"	"12시간대"	"중국음식"	"4527"
"2013년08월14일"	"수"	"13시간대"	"중국음식"	"3325"
"2013년08월14일"	"수"	"14시간대"	"중국음식"	"2082"
"2013년08월14일"	"수"	"15시간대"	"중국음식"	"1544"
"2013년08월14일"	"수"	"16시간대"	"중국음식"	"1429"
"2013년08월14일"	"수"	"17시간대"	"중국음식"	"1754"
"2013년08월14일"	"수"	"18시간대"	"중국음식"	"2594"
"2013년08월14일"	"수"	"19시간대"	"중국음식"	"3068"
"2013년08월14일"	"수"	"20시간대"	"중국음식"	"2167"
"2013년08월14일"	"수"	"21시간대"	"중국음식"	"821"
"2013년08월14일"	"수"	"22시간대"	"중국음식"	"415"
"2013년08월14일"	"수"	"23시간대"	"중국음식"	"315"
"2013년08월14일"	"수"	"00시간대"	"치킨"	"766"
"2013년08월14일"	"수"	"01시간대"	"치킨"	"293"
"2013년08월14일"	"수"	"02시간대"	"치킨"	"92"
"2013년08월14일"	"수"	"03시간대"	"치킨"	"44"
"2013년08월14일"	"수"	"04시간대"	"치킨"	"14"
"2013년08월14일"	"수"	"07시간대"	"치킨"	"7"
"2013년08월14일"	"수"	"09시간대"	"치킨"	"19"
"2013년08월14일"	"수"	"10시간대"	"치킨"	"50"
"2013년08월14일"	"수"	"11시간대"	"치킨"	"189"
"2013년08월14일"	"수"	"12시간대"	"치킨"	"393"
"2013년08월14일"	"수"	"13시간대"	"치킨"	"385"
"2013년08월14일"	"수"	"14시간대"	"치킨"	"455"
"2013년08월14일"	"수"	"15시간대"	"치킨"	"556"
"2013년08월14일"	"수"	"16시간대"	"치킨"	"810"
"2013년08월14일"	"수"	"17시간대"	"치킨"	"1313"
"2013년08월14일"	"수"	"18시간대"	"치킨"	"2457"
"2013년08월14일"	"수"	"19시간대"	"치킨"	"4390"
"2013년08월14일"	"수"	"20시간대"	"치킨"	"4296"
"2013년08월14일"	"수"	"21시간대"	"치킨"	"3536"
"2013년08월14일"	"수"	"22시간대"	"치킨"	"3528"
"2013년08월14일"	"수"	"23시간대"	"치킨"	"2513"
"2013년08월14일"	"수"	"00시간대"	"피자전문"	"59"
"2013년08월14일"	"수"	"01시간대"	"피자전문"	"17"
"2013년08월14일"	"수"	"02시간대"	"피자전문"	"16"
"2013년08월14일"	"수"	"03시간대"	"피자전문"	"13"
"2013년08월14일"	"수"	"05시간대"	"피자전문"	"7"
"2013년08월14일"	"수"	"06시간대"	"피자전문"	"6"
"2013년08월14일"	"수"	"07시간대"	"피자전문"	"6"
"2013년08월14일"	"수"	"09시간대"	"피자전문"	"28"
"2013년08월14일"	"수"	"10시간대"	"피자전문"	"99"
"2013년08월14일"	"수"	"11시간대"	"피자전문"	"382"
"2013년08월14일"	"수"	"12시간대"	"피자전문"	"477"
"2013년08월14일"	"수"	"13시간대"	"피자전문"	"385"
"2013년08월14일"	"수"	"14시간대"	"피자전문"	"314"
"2013년08월14일"	"수"	"15시간대"	"피자전문"	"390"
"2013년08월14일"	"수"	"16시간대"	"피자전문"	"481"
"2013년08월14일"	"수"	"17시간대"	"피자전문"	"557"
"2013년08월14일"	"수"	"18시간대"	"피자전문"	"750"
"2013년08월14일"	"수"	"19시간대"	"피자전문"	"951"
"2013년08월14일"	"수"	"20시간대"	"피자전문"	"836"
"2013년08월14일"	"수"	"21시간대"	"피자전문"	"706"
"2013년08월14일"	"수"	"22시간대"	"피자전문"	"532"
"2013년08월14일"	"수"	"23시간대"	"피자전문"	"198"
"2013년08월15일"	"목"	"00시간대"	"족발/보쌈전문"	"128"
"2013년08월15일"	"목"	"01시간대"	"족발/보쌈전문"	"75"
"2013년08월15일"	"목"	"02시간대"	"족발/보쌈전문"	"35"
"2013년08월15일"	"목"	"03시간대"	"족발/보쌈전문"	"23"
"2013년08월15일"	"목"	"04시간대"	"족발/보쌈전문"	"12"
"2013년08월15일"	"목"	"05시간대"	"족발/보쌈전문"	"12"
"2013년08월15일"	"목"	"06시간대"	"족발/보쌈전문"	"10"
"2013년08월15일"	"목"	"07시간대"	"족발/보쌈전문"	"11"
"2013년08월15일"	"목"	"08시간대"	"족발/보쌈전문"	"10"
"2013년08월15일"	"목"	"09시간대"	"족발/보쌈전문"	"23"
"2013년08월15일"	"목"	"10시간대"	"족발/보쌈전문"	"50"
"2013년08월15일"	"목"	"11시간대"	"족발/보쌈전문"	"111"
"2013년08월15일"	"목"	"12시간대"	"족발/보쌈전문"	"139"
"2013년08월15일"	"목"	"13시간대"	"족발/보쌈전문"	"162"
"2013년08월15일"	"목"	"14시간대"	"족발/보쌈전문"	"135"
"2013년08월15일"	"목"	"15시간대"	"족발/보쌈전문"	"134"
"2013년08월15일"	"목"	"16시간대"	"족발/보쌈전문"	"184"
"2013년08월15일"	"목"	"17시간대"	"족발/보쌈전문"	"337"
"2013년08월15일"	"목"	"18시간대"	"족발/보쌈전문"	"621"
"2013년08월15일"	"목"	"19시간대"	"족발/보쌈전문"	"585"
"2013년08월15일"	"목"	"20시간대"	"족발/보쌈전문"	"442"
"2013년08월15일"	"목"	"21시간대"	"족발/보쌈전문"	"311"
"2013년08월15일"	"목"	"22시간대"	"족발/보쌈전문"	"195"
"2013년08월15일"	"목"	"23시간대"	"족발/보쌈전문"	"147"
"2013년08월15일"	"목"	"00시간대"	"중국음식"	"247"
"2013년08월15일"	"목"	"01시간대"	"중국음식"	"259"
"2013년08월15일"	"목"	"02시간대"	"중국음식"	"196"
"2013년08월15일"	"목"	"03시간대"	"중국음식"	"179"
"2013년08월15일"	"목"	"04시간대"	"중국음식"	"161"
"2013년08월15일"	"목"	"05시간대"	"중국음식"	"131"
"2013년08월15일"	"목"	"06시간대"	"중국음식"	"123"
"2013년08월15일"	"목"	"07시간대"	"중국음식"	"126"
"2013년08월15일"	"목"	"08시간대"	"중국음식"	"149"
"2013년08월15일"	"목"	"09시간대"	"중국음식"	"376"
"2013년08월15일"	"목"	"10시간대"	"중국음식"	"1177"
"2013년08월15일"	"목"	"11시간대"	"중국음식"	"3780"
"2013년08월15일"	"목"	"12시간대"	"중국음식"	"5830"
"2013년08월15일"	"목"	"13시간대"	"중국음식"	"5068"
"2013년08월15일"	"목"	"14시간대"	"중국음식"	"3461"
"2013년08월15일"	"목"	"15시간대"	"중국음식"	"2606"
"2013년08월15일"	"목"	"16시간대"	"중국음식"	"2151"
"2013년08월15일"	"목"	"17시간대"	"중국음식"	"2544"
"2013년08월15일"	"목"	"18시간대"	"중국음식"	"3353"
"2013년08월15일"	"목"	"19시간대"	"중국음식"	"3312"
"2013년08월15일"	"목"	"20시간대"	"중국음식"	"1922"
"2013년08월15일"	"목"	"21시간대"	"중국음식"	"685"
"2013년08월15일"	"목"	"22시간대"	"중국음식"	"344"
"2013년08월15일"	"목"	"23시간대"	"중국음식"	"264"
"2013년08월15일"	"목"	"00시간대"	"치킨"	"1151"
"2013년08월15일"	"목"	"01시간대"	"치킨"	"426"
"2013년08월15일"	"목"	"02시간대"	"치킨"	"137"
"2013년08월15일"	"목"	"03시간대"	"치킨"	"47"
"2013년08월15일"	"목"	"04시간대"	"치킨"	"14"
"2013년08월15일"	"목"	"05시간대"	"치킨"	"10"
"2013년08월15일"	"목"	"08시간대"	"치킨"	"13"
"2013년08월15일"	"목"	"09시간대"	"치킨"	"22"
"2013년08월15일"	"목"	"10시간대"	"치킨"	"50"
"2013년08월15일"	"목"	"11시간대"	"치킨"	"303"
"2013년08월15일"	"목"	"12시간대"	"치킨"	"817"
"2013년08월15일"	"목"	"13시간대"	"치킨"	"924"
"2013년08월15일"	"목"	"14시간대"	"치킨"	"998"
"2013년08월15일"	"목"	"15시간대"	"치킨"	"1145"
"2013년08월15일"	"목"	"16시간대"	"치킨"	"1406"
"2013년08월15일"	"목"	"17시간대"	"치킨"	"2218"
"2013년08월15일"	"목"	"18시간대"	"치킨"	"3177"
"2013년08월15일"	"목"	"19시간대"	"치킨"	"3895"
"2013년08월15일"	"목"	"20시간대"	"치킨"	"3354"
"2013년08월15일"	"목"	"21시간대"	"치킨"	"2960"
"2013년08월15일"	"목"	"22시간대"	"치킨"	"2652"
"2013년08월15일"	"목"	"23시간대"	"치킨"	"1740"
"2013년08월15일"	"목"	"00시간대"	"피자전문"	"66"
"2013년08월15일"	"목"	"01시간대"	"피자전문"	"37"
"2013년08월15일"	"목"	"02시간대"	"피자전문"	"23"
"2013년08월15일"	"목"	"03시간대"	"피자전문"	"21"
"2013년08월15일"	"목"	"04시간대"	"피자전문"	"12"
"2013년08월15일"	"목"	"05시간대"	"피자전문"	"9"
"2013년08월15일"	"목"	"06시간대"	"피자전문"	"14"
"2013년08월15일"	"목"	"07시간대"	"피자전문"	"6"
"2013년08월15일"	"목"	"08시간대"	"피자전문"	"7"
"2013년08월15일"	"목"	"09시간대"	"피자전문"	"15"
"2013년08월15일"	"목"	"10시간대"	"피자전문"	"110"
"2013년08월15일"	"목"	"11시간대"	"피자전문"	"467"
"2013년08월15일"	"목"	"12시간대"	"피자전문"	"778"
"2013년08월15일"	"목"	"13시간대"	"피자전문"	"746"
"2013년08월15일"	"목"	"14시간대"	"피자전문"	"683"
"2013년08월15일"	"목"	"15시간대"	"피자전문"	"671"
"2013년08월15일"	"목"	"16시간대"	"피자전문"	"667"
"2013년08월15일"	"목"	"17시간대"	"피자전문"	"859"
"2013년08월15일"	"목"	"18시간대"	"피자전문"	"1101"
"2013년08월15일"	"목"	"19시간대"	"피자전문"	"1027"
"2013년08월15일"	"목"	"20시간대"	"피자전문"	"961"
"2013년08월15일"	"목"	"21시간대"	"피자전문"	"739"
"2013년08월15일"	"목"	"22시간대"	"피자전문"	"473"
"2013년08월15일"	"목"	"23시간대"	"피자전문"	"157"
"2013년08월16일"	"금"	"00시간대"	"족발/보쌈전문"	"85"
"2013년08월16일"	"금"	"01시간대"	"족발/보쌈전문"	"64"
"2013년08월16일"	"금"	"02시간대"	"족발/보쌈전문"	"23"
"2013년08월16일"	"금"	"04시간대"	"족발/보쌈전문"	"10"
"2013년08월16일"	"금"	"05시간대"	"족발/보쌈전문"	"8"
"2013년08월16일"	"금"	"06시간대"	"족발/보쌈전문"	"10"
"2013년08월16일"	"금"	"07시간대"	"족발/보쌈전문"	"10"
"2013년08월16일"	"금"	"08시간대"	"족발/보쌈전문"	"11"
"2013년08월16일"	"금"	"09시간대"	"족발/보쌈전문"	"17"
"2013년08월16일"	"금"	"10시간대"	"족발/보쌈전문"	"37"
"2013년08월16일"	"금"	"11시간대"	"족발/보쌈전문"	"72"
"2013년08월16일"	"금"	"12시간대"	"족발/보쌈전문"	"101"
"2013년08월16일"	"금"	"13시간대"	"족발/보쌈전문"	"70"
"2013년08월16일"	"금"	"14시간대"	"족발/보쌈전문"	"87"
"2013년08월16일"	"금"	"15시간대"	"족발/보쌈전문"	"88"
"2013년08월16일"	"금"	"16시간대"	"족발/보쌈전문"	"136"
"2013년08월16일"	"금"	"17시간대"	"족발/보쌈전문"	"200"
"2013년08월16일"	"금"	"18시간대"	"족발/보쌈전문"	"368"
"2013년08월16일"	"금"	"19시간대"	"족발/보쌈전문"	"530"
"2013년08월16일"	"금"	"20시간대"	"족발/보쌈전문"	"468"
"2013년08월16일"	"금"	"21시간대"	"족발/보쌈전문"	"373"
"2013년08월16일"	"금"	"22시간대"	"족발/보쌈전문"	"301"
"2013년08월16일"	"금"	"23시간대"	"족발/보쌈전문"	"217"
"2013년08월16일"	"금"	"00시간대"	"중국음식"	"237"
"2013년08월16일"	"금"	"01시간대"	"중국음식"	"221"
"2013년08월16일"	"금"	"02시간대"	"중국음식"	"208"
"2013년08월16일"	"금"	"03시간대"	"중국음식"	"141"
"2013년08월16일"	"금"	"04시간대"	"중국음식"	"134"
"2013년08월16일"	"금"	"05시간대"	"중국음식"	"112"
"2013년08월16일"	"금"	"06시간대"	"중국음식"	"84"
"2013년08월16일"	"금"	"07시간대"	"중국음식"	"89"
"2013년08월16일"	"금"	"08시간대"	"중국음식"	"121"
"2013년08월16일"	"금"	"09시간대"	"중국음식"	"292"
"2013년08월16일"	"금"	"10시간대"	"중국음식"	"791"
"2013년08월16일"	"금"	"11시간대"	"중국음식"	"2913"
"2013년08월16일"	"금"	"12시간대"	"중국음식"	"4114"
"2013년08월16일"	"금"	"13시간대"	"중국음식"	"3203"
"2013년08월16일"	"금"	"14시간대"	"중국음식"	"2080"
"2013년08월16일"	"금"	"15시간대"	"중국음식"	"1638"
"2013년08월16일"	"금"	"16시간대"	"중국음식"	"1500"
"2013년08월16일"	"금"	"17시간대"	"중국음식"	"1804"
"2013년08월16일"	"금"	"18시간대"	"중국음식"	"2598"
"2013년08월16일"	"금"	"19시간대"	"중국음식"	"2773"
"2013년08월16일"	"금"	"20시간대"	"중국음식"	"1799"
"2013년08월16일"	"금"	"21시간대"	"중국음식"	"669"
"2013년08월16일"	"금"	"22시간대"	"중국음식"	"365"
"2013년08월16일"	"금"	"23시간대"	"중국음식"	"286"
"2013년08월16일"	"금"	"00시간대"	"치킨"	"745"
"2013년08월16일"	"금"	"01시간대"	"치킨"	"256"
"2013년08월16일"	"금"	"02시간대"	"치킨"	"93"
"2013년08월16일"	"금"	"03시간대"	"치킨"	"35"
"2013년08월16일"	"금"	"04시간대"	"치킨"	"12"
"2013년08월16일"	"금"	"05시간대"	"치킨"	"8"
"2013년08월16일"	"금"	"06시간대"	"치킨"	"7"
"2013년08월16일"	"금"	"09시간대"	"치킨"	"21"
"2013년08월16일"	"금"	"10시간대"	"치킨"	"48"
"2013년08월16일"	"금"	"11시간대"	"치킨"	"171"
"2013년08월16일"	"금"	"12시간대"	"치킨"	"413"
"2013년08월16일"	"금"	"13시간대"	"치킨"	"404"
"2013년08월16일"	"금"	"14시간대"	"치킨"	"461"
"2013년08월16일"	"금"	"15시간대"	"치킨"	"586"
"2013년08월16일"	"금"	"16시간대"	"치킨"	"832"
"2013년08월16일"	"금"	"17시간대"	"치킨"	"1294"
"2013년08월16일"	"금"	"18시간대"	"치킨"	"2310"
"2013년08월16일"	"금"	"19시간대"	"치킨"	"3063"
"2013년08월16일"	"금"	"20시간대"	"치킨"	"3175"
"2013년08월16일"	"금"	"21시간대"	"치킨"	"3287"
"2013년08월16일"	"금"	"22시간대"	"치킨"	"3547"
"2013년08월16일"	"금"	"23시간대"	"치킨"	"2768"
"2013년08월16일"	"금"	"00시간대"	"피자전문"	"40"
"2013년08월16일"	"금"	"01시간대"	"피자전문"	"27"
"2013년08월16일"	"금"	"02시간대"	"피자전문"	"10"
"2013년08월16일"	"금"	"03시간대"	"피자전문"	"15"
"2013년08월16일"	"금"	"04시간대"	"피자전문"	"9"
"2013년08월16일"	"금"	"05시간대"	"피자전문"	"7"
"2013년08월16일"	"금"	"06시간대"	"피자전문"	"7"
"2013년08월16일"	"금"	"09시간대"	"피자전문"	"30"
"2013년08월16일"	"금"	"10시간대"	"피자전문"	"112"
"2013년08월16일"	"금"	"11시간대"	"피자전문"	"451"
"2013년08월16일"	"금"	"12시간대"	"피자전문"	"596"
