"일자","요일","시간대","업종","총_건수"
"20130908","일","02","음식점-족발/보쌈전문","26"
"20130908","일","02","치킨","120"
"20130908","일","02","음식점-중국음식","180"
"20130908","일","03","음식점-족발/보쌈전문","10"
"20130908","일","03","피자전문","10"
"20130908","일","03","치킨","46"
"20130908","일","03","음식점-중국음식","157"
"20130908","일","04","음식점-족발/보쌈전문","6"
"20130908","일","04","피자전문","15"
"20130908","일","04","치킨","21"
"20130908","일","04","음식점-중국음식","133"
"20130908","일","05","음식점-족발/보쌈전문","7"
"20130908","일","05","치킨","11"
"20130908","일","05","피자전문","15"
"20130908","일","05","음식점-중국음식","113"
"20130908","일","06","피자전문","5"
"20130908","일","06","치킨","5"
"20130908","일","06","음식점-족발/보쌈전문","6"
"20130908","일","06","음식점-중국음식","132"
"20130908","일","07","음식점-족발/보쌈전문","5"
"20130908","일","07","치킨","5"
"20130908","일","07","피자전문","5"
"20130908","일","07","음식점-중국음식","112"
"20130908","일","08","음식점-족발/보쌈전문","5"
"20130908","일","08","치킨","5"
"20130908","일","08","피자전문","8"
"20130908","일","08","음식점-중국음식","178"
"20130908","일","09","음식점-족발/보쌈전문","7"
"20130908","일","09","치킨","9"
"20130908","일","09","피자전문","19"
"20130908","일","09","음식점-중국음식","406"
"20130908","일","10","음식점-족발/보쌈전문","28"
"20130908","일","10","치킨","43"
"20130908","일","10","피자전문","144"
"20130908","일","10","음식점-중국음식","1276"
"20130908","일","11","음식점-족발/보쌈전문","79"
"20130908","일","11","치킨","272"
"20130908","일","11","피자전문","481"
"20130908","일","11","음식점-중국음식","3623"
"20130908","일","12","음식점-족발/보쌈전문","106"
"20130908","일","12","치킨","817"
"20130908","일","12","피자전문","876"
"20130908","일","12","음식점-중국음식","5579"
"20130908","일","13","음식점-족발/보쌈전문","92"
"20130908","일","13","피자전문","978"
"20130908","일","13","치킨","1134"
"20130908","일","13","음식점-중국음식","5246"
"20130908","일","14","음식점-족발/보쌈전문","112"
"20130908","일","14","피자전문","963"
"20130908","일","14","치킨","1131"
"20130908","일","14","음식점-중국음식","3674"
"20130908","일","15","음식점-족발/보쌈전문","139"
"20130908","일","15","피자전문","997"
"20130908","일","15","치킨","1494"
"20130908","일","15","음식점-중국음식","2726"
"20130908","일","16","음식점-족발/보쌈전문","190"
"20130908","일","16","피자전문","1155"
"20130908","일","16","치킨","2140"
"20130908","일","16","음식점-중국음식","2404"
"20130908","일","17","음식점-족발/보쌈전문","416"
"20130908","일","17","피자전문","2625"
"20130908","일","17","음식점-중국음식","3123"
"20130908","일","17","치킨","3618"
"20130908","일","18","음식점-족발/보쌈전문","599"
"20130908","일","18","음식점-중국음식","3802"
"20130908","일","18","피자전문","4288"
"20130908","일","18","치킨","4785"
"20130908","일","19","음식점-족발/보쌈전문","513"
"20130908","일","19","음식점-중국음식","3185"
"20130908","일","19","피자전문","4075"
"20130908","일","19","치킨","4416"
"20130908","일","20","음식점-족발/보쌈전문","344"
"20130908","일","20","음식점-중국음식","1614"
"20130908","일","20","피자전문","2398"
"20130908","일","20","치킨","3746"
"20130908","일","21","음식점-족발/보쌈전문","242"
"20130908","일","21","음식점-중국음식","553"
"20130908","일","21","피자전문","1407"
"20130908","일","21","치킨","3391"
"20130908","일","22","음식점-족발/보쌈전문","160"
"20130908","일","22","음식점-중국음식","339"
"20130908","일","22","피자전문","699"
"20130908","일","22","치킨","2457"
"20130908","일","23","음식점-족발/보쌈전문","111"
"20130908","일","23","피자전문","175"
"20130908","일","23","음식점-중국음식","281"
"20130908","일","23","치킨","1395"
"20130909","월","00","음식점-족발/보쌈전문","52"
"20130909","월","00","피자전문","65"
"20130909","월","00","음식점-중국음식","221"
"20130909","월","00","치킨","589"
"20130909","월","01","피자전문","37"
"20130909","월","01","음식점-족발/보쌈전문","40"
"20130909","월","01","음식점-중국음식","176"
"20130909","월","01","치킨","196"
"20130909","월","02","음식점-족발/보쌈전문","10"
"20130909","월","02","피자전문","17"
"20130909","월","02","치킨","77"
"20130909","월","02","음식점-중국음식","169"
"20130909","월","03","피자전문","8"
"20130909","월","03","음식점-족발/보쌈전문","11"
"20130909","월","03","치킨","26"
"20130909","월","03","음식점-중국음식","160"
"20130909","월","04","음식점-족발/보쌈전문","6"
"20130909","월","04","피자전문","6"
"20130909","월","04","치킨","12"
"20130909","월","04","음식점-중국음식","103"
"20130909","월","05","음식점-족발/보쌈전문","7"
"20130909","월","05","피자전문","7"
"20130909","월","05","치킨","13"
"20130909","월","05","음식점-중국음식","82"
"20130909","월","06","음식점-족발/보쌈전문","5"
"20130909","월","06","피자전문","5"
"20130909","월","06","치킨","9"
"20130909","월","06","음식점-중국음식","65"
"20130909","월","07","치킨","5"
"20130909","월","07","피자전문","7"
"20130909","월","07","음식점-족발/보쌈전문","11"
"20130909","월","07","음식점-중국음식","73"
"20130909","월","08","음식점-족발/보쌈전문","6"
"20130909","월","08","치킨","11"
"20130909","월","08","피자전문","13"
"20130909","월","08","음식점-중국음식","114"
"20130909","월","09","음식점-족발/보쌈전문","16"
"20130909","월","09","치킨","18"
"20130909","월","09","피자전문","26"
"20130909","월","09","음식점-중국음식","235"
"20130909","월","10","음식점-족발/보쌈전문","35"
"20130909","월","10","치킨","35"
"20130909","월","10","피자전문","94"
"20130909","월","10","음식점-중국음식","706"
"20130909","월","11","음식점-족발/보쌈전문","74"
"20130909","월","11","치킨","88"
"20130909","월","11","피자전문","234"
"20130909","월","11","음식점-중국음식","2193"
"20130909","월","12","음식점-족발/보쌈전문","64"
"20130909","월","12","치킨","183"
"20130909","월","12","피자전문","289"
"20130909","월","12","음식점-중국음식","3149"
"20130909","월","13","음식점-족발/보쌈전문","65"
"20130909","월","13","치킨","260"
"20130909","월","13","피자전문","276"
"20130909","월","13","음식점-중국음식","2361"
"20130909","월","14","음식점-족발/보쌈전문","48"
"20130909","월","14","피자전문","273"
"20130909","월","14","치킨","318"
"20130909","월","14","음식점-중국음식","1633"
"20130909","월","15","음식점-족발/보쌈전문","76"
"20130909","월","15","피자전문","329"
"20130909","월","15","치킨","463"
"20130909","월","15","음식점-중국음식","1369"
"20130909","월","16","음식점-족발/보쌈전문","88"
"20130909","월","16","피자전문","403"
"20130909","월","16","치킨","752"
"20130909","월","16","음식점-중국음식","1295"
"20130909","월","17","음식점-족발/보쌈전문","144"
"20130909","월","17","피자전문","593"
"20130909","월","17","치킨","1066"
"20130909","월","17","음식점-중국음식","1633"
"20130909","월","18","음식점-족발/보쌈전문","262"
"20130909","월","18","피자전문","718"
"20130909","월","18","치킨","2072"
"20130909","월","18","음식점-중국음식","2303"
"20130909","월","19","음식점-족발/보쌈전문","288"
"20130909","월","19","피자전문","736"
"20130909","월","19","음식점-중국음식","2329"
"20130909","월","19","치킨","2923"
"20130909","월","20","음식점-족발/보쌈전문","251"
"20130909","월","20","피자전문","607"
"20130909","월","20","음식점-중국음식","1323"
"20130909","월","20","치킨","2625"
"20130909","월","21","음식점-족발/보쌈전문","207"
"20130909","월","21","음식점-중국음식","497"
"20130909","월","21","피자전문","514"
"20130909","월","21","치킨","2547"
"20130909","월","22","음식점-족발/보쌈전문","152"
"20130909","월","22","음식점-중국음식","294"
"20130909","월","22","피자전문","405"
"20130909","월","22","치킨","2513"
"20130909","월","23","음식점-족발/보쌈전문","106"
"20130909","월","23","피자전문","153"
"20130909","월","23","음식점-중국음식","244"
"20130909","월","23","치킨","1553"
"20130910","화","00","피자전문","47"
"20130910","화","00","음식점-족발/보쌈전문","58"
"20130910","화","00","음식점-중국음식","195"
"20130910","화","00","치킨","583"
"20130910","화","01","피자전문","28"
"20130910","화","01","음식점-족발/보쌈전문","40"
"20130910","화","01","음식점-중국음식","208"
"20130910","화","01","치킨","213"
"20130910","화","02","피자전문","15"
"20130910","화","02","음식점-족발/보쌈전문","34"
"20130910","화","02","치킨","100"
"20130910","화","02","음식점-중국음식","176"
"20130910","화","03","피자전문","6"
"20130910","화","03","음식점-족발/보쌈전문","16"
"20130910","화","03","치킨","36"
"20130910","화","03","음식점-중국음식","145"
"20130910","화","04","피자전문","10"
"20130910","화","04","음식점-족발/보쌈전문","12"
"20130910","화","04","치킨","32"
"20130910","화","04","음식점-중국음식","130"
"20130910","화","05","피자전문","6"
"20130910","화","05","음식점-족발/보쌈전문","8"
"20130910","화","05","치킨","8"
"20130910","화","05","음식점-중국음식","103"
"20130910","화","06","음식점-족발/보쌈전문","5"
"20130910","화","06","피자전문","7"
"20130910","화","06","치킨","10"
"20130910","화","06","음식점-중국음식","75"
"20130910","화","07","치킨","6"
"20130910","화","07","피자전문","6"
"20130910","화","07","음식점-족발/보쌈전문","7"
"20130910","화","07","음식점-중국음식","79"
"20130910","화","08","음식점-족발/보쌈전문","5"
"20130910","화","08","피자전문","6"
"20130910","화","08","치킨","7"
"20130910","화","08","음식점-중국음식","102"
"20130910","화","09","치킨","14"
"20130910","화","09","피자전문","16"
"20130910","화","09","음식점-족발/보쌈전문","17"
"20130910","화","09","음식점-중국음식","314"
"20130910","화","10","음식점-족발/보쌈전문","30"
"20130910","화","10","치킨","33"
"20130910","화","10","피자전문","80"
"20130910","화","10","음식점-중국음식","727"
"20130910","화","11","음식점-족발/보쌈전문","51"
"20130910","화","11","치킨","114"
"20130910","화","11","피자전문","252"
"20130910","화","11","음식점-중국음식","2466"
"20130910","화","12","음식점-족발/보쌈전문","81"
"20130910","화","12","치킨","249"
"20130910","화","12","피자전문","287"
"20130910","화","12","음식점-중국음식","3338"
"20130910","화","13","음식점-족발/보쌈전문","65"
"20130910","화","13","치킨","272"
"20130910","화","13","피자전문","312"
"20130910","화","13","음식점-중국음식","2585"
"20130910","화","14","음식점-족발/보쌈전문","68"
"20130910","화","14","피자전문","295"
"20130910","화","14","치킨","328"
"20130910","화","14","음식점-중국음식","1829"
"20130910","화","15","음식점-족발/보쌈전문","70"
"20130910","화","15","피자전문","342"
"20130910","화","15","치킨","477"
"20130910","화","15","음식점-중국음식","1449"
"20130910","화","16","음식점-족발/보쌈전문","127"
"20130910","화","16","피자전문","479"
"20130910","화","16","치킨","990"
"20130910","화","16","음식점-중국음식","1605"
"20130910","화","17","음식점-족발/보쌈전문","239"
"20130910","화","17","피자전문","756"
"20130910","화","17","치킨","1735"
"20130910","화","17","음식점-중국음식","2353"
"20130910","화","18","음식점-족발/보쌈전문","416"
"20130910","화","18","피자전문","971"
"20130910","화","18","치킨","3233"
"20130910","화","18","음식점-중국음식","3368"
"20130910","화","19","음식점-족발/보쌈전문","580"
"20130910","화","19","피자전문","1132"
"20130910","화","19","음식점-중국음식","3169"
"20130910","화","19","치킨","5338"
"20130910","화","20","음식점-족발/보쌈전문","433"
"20130910","화","20","피자전문","847"
"20130910","화","20","음식점-중국음식","1864"
"20130910","화","20","치킨","4557"
"20130910","화","21","음식점-족발/보쌈전문","307"
"20130910","화","21","음식점-중국음식","661"
"20130910","화","21","피자전문","737"
"20130910","화","21","치킨","3502"
"20130910","화","22","음식점-족발/보쌈전문","236"
"20130910","화","22","음식점-중국음식","396"
"20130910","화","22","피자전문","551"
"20130910","화","22","치킨","3112"
"20130910","화","23","피자전문","157"
"20130910","화","23","음식점-족발/보쌈전문","170"
"20130910","화","23","음식점-중국음식","298"
"20130910","화","23","치킨","1932"
"20130911","수","00","피자전문","46"
"20130911","수","00","음식점-족발/보쌈전문","74"
"20130911","수","00","음식점-중국음식","253"
"20130911","수","00","치킨","708"
"20130911","수","01","피자전문","28"
"20130911","수","01","음식점-족발/보쌈전문","67"
"20130911","수","01","음식점-중국음식","218"
"20130911","수","01","치킨","255"
"20130911","수","02","피자전문","15"
"20130911","수","02","음식점-족발/보쌈전문","29"
"20130911","수","02","치킨","84"
"20130911","수","02","음식점-중국음식","224"
"20130911","수","03","피자전문","11"
"20130911","수","03","치킨","29"
"20130911","수","03","음식점-족발/보쌈전문","31"
"20130911","수","03","음식점-중국음식","213"
"20130911","수","04","피자전문","13"
"20130911","수","04","치킨","20"
"20130911","수","04","음식점-족발/보쌈전문","22"
"20130911","수","04","음식점-중국음식","161"
"20130911","수","05","치킨","8"
"20130911","수","05","피자전문","9"
"20130911","수","05","음식점-족발/보쌈전문","10"
"20130911","수","05","음식점-중국음식","117"
"20130911","수","06","음식점-족발/보쌈전문","9"
"20130911","수","06","피자전문","12"
"20130911","수","06","치킨","17"
"20130911","수","06","음식점-중국음식","100"
"20130911","수","07","피자전문","5"
"20130911","수","07","치킨","11"
"20130911","수","07","음식점-족발/보쌈전문","13"
"20130911","수","07","음식점-중국음식","109"
"20130911","수","08","피자전문","5"
"20130911","수","08","치킨","5"
"20130911","수","08","음식점-족발/보쌈전문","9"
"20130911","수","08","음식점-중국음식","140"
"20130911","수","09","피자전문","9"
"20130911","수","09","음식점-족발/보쌈전문","14"
"20130911","수","09","치킨","19"
"20130911","수","09","음식점-중국음식","279"
"20130911","수","10","음식점-족발/보쌈전문","31"
"20130911","수","10","치킨","38"
"20130911","수","10","피자전문","87"
"20130911","수","10","음식점-중국음식","834"
"20130911","수","11","음식점-족발/보쌈전문","47"
"20130911","수","11","치킨","113"
"20130911","수","11","피자전문","255"
"20130911","수","11","음식점-중국음식","3000"
"20130911","수","12","음식점-족발/보쌈전문","86"
"20130911","수","12","치킨","264"
"20130911","수","12","피자전문","347"
"20130911","수","12","음식점-중국음식","4262"
"20130911","수","13","음식점-족발/보쌈전문","70"
"20130911","수","13","치킨","301"
"20130911","수","13","피자전문","325"
"20130911","수","13","음식점-중국음식","2854"
"20130911","수","14","음식점-족발/보쌈전문","84"
"20130911","수","14","피자전문","293"
"20130911","수","14","치킨","331"
"20130911","수","14","음식점-중국음식","1829"
"20130911","수","15","음식점-족발/보쌈전문","70"
"20130911","수","15","피자전문","345"
"20130911","수","15","치킨","549"
"20130911","수","15","음식점-중국음식","1547"
"20130911","수","16","음식점-족발/보쌈전문","98"
"20130911","수","16","피자전문","475"
"20130911","수","16","치킨","888"
"20130911","수","16","음식점-중국음식","1508"
"20130911","수","17","음식점-족발/보쌈전문","192"
"20130911","수","17","피자전문","601"
"20130911","수","17","치킨","1470"
"20130911","수","17","음식점-중국음식","2118"
"20130911","수","18","음식점-족발/보쌈전문","370"
"20130911","수","18","피자전문","896"
"20130911","수","18","치킨","2673"
"20130911","수","18","음식점-중국음식","2836"
"20130911","수","19","음식점-족발/보쌈전문","441"
"20130911","수","19","피자전문","885"
"20130911","수","19","음식점-중국음식","2763"
"20130911","수","19","치킨","3137"
"20130911","수","20","음식점-족발/보쌈전문","317"
"20130911","수","20","피자전문","687"
"20130911","수","20","음식점-중국음식","1524"
"20130911","수","20","치킨","2968"
"20130911","수","21","음식점-족발/보쌈전문","234"
"20130911","수","21","음식점-중국음식","630"
"20130911","수","21","피자전문","636"
"20130911","수","21","치킨","3015"
"20130911","수","22","음식점-족발/보쌈전문","224"
"20130911","수","22","음식점-중국음식","344"
"20130911","수","22","피자전문","448"
"20130911","수","22","치킨","2624"
"20130911","수","23","음식점-족발/보쌈전문","132"
"20130911","수","23","피자전문","158"
"20130911","수","23","음식점-중국음식","257"
"20130911","수","23","치킨","1722"
"20130912","목","00","피자전문","42"
"20130912","목","00","음식점-족발/보쌈전문","70"
"20130912","목","00","음식점-중국음식","207"
"20130912","목","00","치킨","692"
"20130912","목","01","피자전문","15"
"20130912","목","01","음식점-족발/보쌈전문","44"
"20130912","목","01","음식점-중국음식","197"
"20130912","목","01","치킨","207"
"20130912","목","02","피자전문","20"
"20130912","목","02","음식점-족발/보쌈전문","31"
"20130912","목","02","치킨","93"
"20130912","목","02","음식점-중국음식","214"
"20130912","목","03","피자전문","13"
"20130912","목","03","음식점-족발/보쌈전문","30"
"20130912","목","03","치킨","40"
"20130912","목","03","음식점-중국음식","152"
"20130912","목","04","피자전문","8"
"20130912","목","04","음식점-족발/보쌈전문","15"
"20130912","목","04","치킨","23"
"20130912","목","04","음식점-중국음식","127"
"20130912","목","05","음식점-족발/보쌈전문","5"
"20130912","목","05","피자전문","5"
"20130912","목","05","치킨","16"
"20130912","목","05","음식점-중국음식","113"
"20130912","목","06","치킨","5"
"20130912","목","06","음식점-족발/보쌈전문","11"
"20130912","목","06","피자전문","11"
"20130912","목","06","음식점-중국음식","85"
"20130912","목","07","피자전문","6"
"20130912","목","07","치킨","12"
"20130912","목","07","음식점-족발/보쌈전문","14"
"20130912","목","07","음식점-중국음식","109"
"20130912","목","08","피자전문","8"
"20130912","목","08","음식점-족발/보쌈전문","11"
"20130912","목","08","치킨","12"
"20130912","목","08","음식점-중국음식","117"
"20130912","목","09","음식점-족발/보쌈전문","17"
"20130912","목","09","치킨","17"
"20130912","목","09","피자전문","17"
"20130912","목","09","음식점-중국음식","278"
"20130912","목","10","음식점-족발/보쌈전문","25"
"20130912","목","10","치킨","38"
"20130912","목","10","피자전문","87"
"20130912","목","10","음식점-중국음식","797"
"20130912","목","11","음식점-족발/보쌈전문","58"
"20130912","목","11","치킨","143"
"20130912","목","11","피자전문","228"
"20130912","목","11","음식점-중국음식","2530"
"20130912","목","12","음식점-족발/보쌈전문","56"
"20130912","목","12","피자전문","260"
"20130912","목","12","치킨","277"
"20130912","목","12","음식점-중국음식","3517"
"20130912","목","13","음식점-족발/보쌈전문","86"
"20130912","목","13","피자전문","297"
"20130912","목","13","치킨","298"
"20130912","목","13","음식점-중국음식","2466"
"20130912","목","14","음식점-족발/보쌈전문","82"
"20130912","목","14","피자전문","270"
"20130912","목","14","치킨","315"
"20130912","목","14","음식점-중국음식","1695"
"20130912","목","15","음식점-족발/보쌈전문","81"
"20130912","목","15","피자전문","376"
"20130912","목","15","치킨","472"
"20130912","목","15","음식점-중국음식","1352"
"20130912","목","16","음식점-족발/보쌈전문","106"
"20130912","목","16","피자전문","449"
"20130912","목","16","치킨","749"
"20130912","목","16","음식점-중국음식","1429"
"20130912","목","17","음식점-족발/보쌈전문","175"
"20130912","목","17","피자전문","621"
"20130912","목","17","치킨","1302"
"20130912","목","17","음식점-중국음식","1843"
"20130912","목","18","음식점-족발/보쌈전문","294"
"20130912","목","18","피자전문","789"
"20130912","목","18","치킨","2200"
"20130912","목","18","음식점-중국음식","2778"
"20130912","목","19","음식점-족발/보쌈전문","439"
"20130912","목","19","피자전문","857"
"20130912","목","19","음식점-중국음식","2894"
"20130912","목","19","치킨","2964"
"20130912","목","20","음식점-족발/보쌈전문","324"
"20130912","목","20","피자전문","675"
"20130912","목","20","음식점-중국음식","1857"
"20130912","목","20","치킨","2882"
"20130912","목","21","음식점-족발/보쌈전문","301"
"20130912","목","21","피자전문","616"
"20130912","목","21","음식점-중국음식","653"
"20130912","목","21","치킨","2952"
"20130912","목","22","음식점-족발/보쌈전문","242"
"20130912","목","22","음식점-중국음식","380"
"20130912","목","22","피자전문","516"
"20130912","목","22","치킨","2871"
"20130912","목","23","피자전문","112"
"20130912","목","23","음식점-족발/보쌈전문","132"
"20130912","목","23","음식점-중국음식","277"
"20130912","목","23","치킨","1699"
"20130913","금","00","피자전문","45"
"20130913","금","00","음식점-족발/보쌈전문","90"
"20130913","금","00","음식점-중국음식","253"
"20130913","금","00","치킨","721"
"20130913","금","01","피자전문","23"
"20130913","금","01","음식점-족발/보쌈전문","62"
"20130913","금","01","음식점-중국음식","261"
"20130913","금","01","치킨","280"
"20130913","금","02","피자전문","11"
"20130913","금","02","음식점-족발/보쌈전문","34"
"20130913","금","02","치킨","131"
"20130913","금","02","음식점-중국음식","231"
"20130913","금","03","피자전문","18"
"20130913","금","03","음식점-족발/보쌈전문","43"
"20130913","금","03","치킨","58"
"20130913","금","03","음식점-중국음식","195"
"20130913","금","04","피자전문","11"
"20130913","금","04","음식점-족발/보쌈전문","22"
"20130913","금","04","치킨","32"
"20130913","금","04","음식점-중국음식","180"
"20130913","금","05","피자전문","6"
"20130913","금","05","치킨","8"
"20130913","금","05","음식점-족발/보쌈전문","9"
"20130913","금","05","음식점-중국음식","133"
"20130913","금","06","피자전문","5"
"20130913","금","06","치킨","5"
"20130913","금","06","음식점-족발/보쌈전문","7"
"20130913","금","06","음식점-중국음식","100"
"20130913","금","07","치킨","5"
"20130913","금","07","음식점-족발/보쌈전문","10"
"20130913","금","07","피자전문","11"
"20130913","금","07","음식점-중국음식","92"
"20130913","금","08","치킨","6"
"20130913","금","08","피자전문","12"
"20130913","금","08","음식점-족발/보쌈전문","14"
"20130913","금","08","음식점-중국음식","146"
"20130913","금","09","음식점-족발/보쌈전문","16"
"20130913","금","09","치킨","18"
"20130913","금","09","피자전문","19"
"20130913","금","09","음식점-중국음식","305"
"20130913","금","10","치킨","34"
"20130913","금","10","음식점-족발/보쌈전문","36"
"20130913","금","10","피자전문","81"
"20130913","금","10","음식점-중국음식","925"
"20130913","금","11","음식점-족발/보쌈전문","77"
"20130913","금","11","치킨","138"
"20130913","금","11","피자전문","361"
"20130913","금","11","음식점-중국음식","4190"
"20130913","금","12","음식점-족발/보쌈전문","100"
"20130913","금","12","치킨","375"
"20130913","금","12","피자전문","440"
"20130913","금","12","음식점-중국음식","6369"
"20130913","금","13","음식점-족발/보쌈전문","84"
"20130913","금","13","피자전문","395"
"20130913","금","13","치킨","414"
"20130913","금","13","음식점-중국음식","4348"
"20130913","금","14","음식점-족발/보쌈전문","74"
"20130913","금","14","피자전문","312"
"20130913","금","14","치킨","465"
"20130913","금","14","음식점-중국음식","2283"
"20130913","금","15","음식점-족발/보쌈전문","76"
"20130913","금","15","피자전문","379"
"20130913","금","15","치킨","561"
"20130913","금","15","음식점-중국음식","1700"
"20130913","금","16","음식점-족발/보쌈전문","117"
"20130913","금","16","피자전문","519"
"20130913","금","16","치킨","924"
"20130913","금","16","음식점-중국음식","1620"
"20130913","금","17","음식점-족발/보쌈전문","205"
"20130913","금","17","피자전문","689"
"20130913","금","17","치킨","1542"
"20130913","금","17","음식점-중국음식","1973"
"20130913","금","18","음식점-족발/보쌈전문","378"
"20130913","금","18","피자전문","946"
"20130913","금","18","치킨","2530"
"20130913","금","18","음식점-중국음식","2942"
"20130913","금","19","음식점-족발/보쌈전문","507"
"20130913","금","19","피자전문","951"
"20130913","금","19","음식점-중국음식","3140"
"20130913","금","19","치킨","3841"
"20130913","금","20","음식점-족발/보쌈전문","446"
"20130913","금","20","피자전문","788"
"20130913","금","20","음식점-중국음식","1949"
"20130913","금","20","치킨","3772"
"20130913","금","21","음식점-족발/보쌈전문","323"
"20130913","금","21","음식점-중국음식","719"
"20130913","금","21","피자전문","722"
"20130913","금","21","치킨","3722"
"20130913","금","22","음식점-족발/보쌈전문","320"
"20130913","금","22","음식점-중국음식","346"
"20130913","금","22","피자전문","616"
"20130913","금","22","치킨","4273"
"20130913","금","23","음식점-족발/보쌈전문","218"
"20130913","금","23","피자전문","285"
"20130913","금","23","음식점-중국음식","333"
"20130913","금","23","치킨","2928"
"20130914","토","00","피자전문","69"
"20130914","토","00","음식점-족발/보쌈전문","102"
"20130914","토","00","음식점-중국음식","285"
"20130914","토","00","치킨","1316"
"20130914","토","01","피자전문","27"
"20130914","토","01","음식점-족발/보쌈전문","88"
"20130914","토","01","음식점-중국음식","228"
"20130914","토","01","치킨","452"
"20130914","토","02","피자전문","26"
"20130914","토","02","음식점-족발/보쌈전문","46"
"20130914","토","02","치킨","154"
"20130914","토","02","음식점-중국음식","253"
"20130914","토","03","피자전문","27"
"20130914","토","03","음식점-족발/보쌈전문","33"
"20130914","토","03","치킨","65"
"20130914","토","03","음식점-중국음식","187"
"20130914","토","04","음식점-족발/보쌈전문","15"
"20130914","토","04","피자전문","24"
"20130914","토","04","치킨","40"
"20130914","토","04","음식점-중국음식","162"
"20130914","토","05","피자전문","11"
"20130914","토","05","음식점-족발/보쌈전문","15"
"20130914","토","05","치킨","16"
"20130914","토","05","음식점-중국음식","172"
"20130914","토","06","치킨","5"
"20130914","토","06","피자전문","11"
"20130914","토","06","음식점-족발/보쌈전문","14"
"20130914","토","06","음식점-중국음식","147"
"20130914","토","07","피자전문","5"
"20130914","토","07","치킨","10"
"20130914","토","07","음식점-족발/보쌈전문","13"
"20130914","토","07","음식점-중국음식","130"
"20130914","토","08","음식점-족발/보쌈전문","7"
"20130914","토","08","치킨","7"
"20130914","토","08","피자전문","8"
"20130914","토","08","음식점-중국음식","156"
"20130914","토","09","음식점-족발/보쌈전문","14"
"20130914","토","09","치킨","16"
"20130914","토","09","피자전문","17"
"20130914","토","09","음식점-중국음식","366"
"20130914","토","10","음식점-족발/보쌈전문","30"
"20130914","토","10","치킨","51"
"20130914","토","10","피자전문","173"
"20130914","토","10","음식점-중국음식","1107"
"20130914","토","11","음식점-족발/보쌈전문","84"
"20130914","토","11","치킨","253"
"20130914","토","11","피자전문","615"
"20130914","토","11","음식점-중국음식","3368"
"20130914","토","12","음식점-족발/보쌈전문","121"
"20130914","토","12","치킨","744"
"20130914","토","12","피자전문","889"
"20130914","토","12","음식점-중국음식","5454"
"20130914","토","13","음식점-족발/보쌈전문","100"
"20130914","토","13","치킨","808"
"20130914","토","13","피자전문","819"
"20130914","토","13","음식점-중국음식","4913"
"20130914","토","14","음식점-족발/보쌈전문","95"
"20130914","토","14","피자전문","690"
"20130914","토","14","치킨","764"
"20130914","토","14","음식점-중국음식","3378"
"20130914","토","15","음식점-족발/보쌈전문","102"
"20130914","토","15","피자전문","708"
"20130914","토","15","치킨","1034"
"20130914","토","15","음식점-중국음식","2463"
"20130914","토","16","음식점-족발/보쌈전문","187"
"20130914","토","16","피자전문","772"
"20130914","토","16","치킨","1315"
"20130914","토","16","음식점-중국음식","2126"
"20130914","토","17","음식점-족발/보쌈전문","312"
"20130914","토","17","피자전문","1002"
"20130914","토","17","치킨","2512"
"20130914","토","17","음식점-중국음식","2765"
"20130914","토","18","음식점-족발/보쌈전문","500"
"20130914","토","18","피자전문","1319"
"20130914","토","18","음식점-중국음식","3677"
"20130914","토","18","치킨","4017"
"20130914","토","19","음식점-족발/보쌈전문","564"
"20130914","토","19","피자전문","1256"
"20130914","토","19","음식점-중국음식","3262"
"20130914","토","19","치킨","4061"
"20130914","토","20","음식점-족발/보쌈전문","437"
"20130914","토","20","피자전문","914"
"20130914","토","20","음식점-중국음식","1804"
"20130914","토","20","치킨","3655"
"20130914","토","21","음식점-족발/보쌈전문","307"
"20130914","토","21","음식점-중국음식","740"
"20130914","토","21","피자전문","859"
"20130914","토","21","치킨","4113"
"20130914","토","22","음식점-족발/보쌈전문","288"
"20130914","토","22","음식점-중국음식","409"
"20130914","토","22","피자전문","728"
"20130914","토","22","치킨","3771"
"20130914","토","23","음식점-족발/보쌈전문","197"
"20130914","토","23","피자전문","255"
"20130914","토","23","음식점-중국음식","383"
"20130914","토","23","치킨","2808"
"20130915","일","00","피자전문","66"
"20130915","일","00","음식점-족발/보쌈전문","119"
"20130915","일","00","음식점-중국음식","302"
"20130915","일","00","치킨","1275"
"20130915","일","01","피자전문","44"
"20130915","일","01","음식점-족발/보쌈전문","72"
"20130915","일","01","음식점-중국음식","278"
"20130915","일","01","치킨","421"
"20130915","일","02","피자전문","29"
"20130915","일","02","음식점-족발/보쌈전문","41"
"20130915","일","02","치킨","151"
"20130915","일","02","음식점-중국음식","214"
"20130915","일","03","음식점-족발/보쌈전문","18"
"20130915","일","03","피자전문","25"
"20130915","일","03","치킨","55"
"20130915","일","03","음식점-중국음식","155"
"20130915","일","04","음식점-족발/보쌈전문","13"
"20130915","일","04","피자전문","17"
"20130915","일","04","치킨","27"
"20130915","일","04","음식점-중국음식","140"
"20130915","일","05","음식점-족발/보쌈전문","5"
"20130915","일","05","피자전문","11"
"20130915","일","05","치킨","18"
"20130915","일","05","음식점-중국음식","120"
"20130915","일","06","치킨","5"
"20130915","일","06","피자전문","6"
"20130915","일","06","음식점-중국음식","108"
"20130915","일","07","음식점-족발/보쌈전문","5"
"20130915","일","07","치킨","5"
