"date"	"weekday"	"time"	"type"	"freq"
2013-09-27	"금"	"6"	"피자전문"	6
2013-09-27	"금"	"6"	"음식점-족발/보쌈전문"	10
2013-09-27	"금"	"6"	"음식점-중국음식"	102
2013-09-27	"금"	"7"	"치킨"	5
2013-09-27	"금"	"7"	"피자전문"	9
2013-09-27	"금"	"7"	"음식점-족발/보쌈전문"	12
2013-09-27	"금"	"7"	"음식점-중국음식"	87
2013-09-27	"금"	"8"	"피자전문"	5
2013-09-27	"금"	"8"	"음식점-족발/보쌈전문"	9
2013-09-27	"금"	"8"	"치킨"	13
2013-09-27	"금"	"8"	"음식점-중국음식"	116
2013-09-27	"금"	"9"	"음식점-족발/보쌈전문"	16
2013-09-27	"금"	"9"	"피자전문"	19
2013-09-27	"금"	"9"	"치킨"	24
2013-09-27	"금"	"9"	"음식점-중국음식"	290
2013-09-27	"금"	"10"	"음식점-족발/보쌈전문"	42
2013-09-27	"금"	"10"	"치킨"	61
2013-09-27	"금"	"10"	"피자전문"	91
2013-09-27	"금"	"10"	"음식점-중국음식"	775
2013-09-27	"금"	"11"	"음식점-족발/보쌈전문"	58
2013-09-27	"금"	"11"	"치킨"	185
2013-09-27	"금"	"11"	"피자전문"	315
2013-09-27	"금"	"11"	"음식점-중국음식"	2637
2013-09-27	"금"	"12"	"음식점-족발/보쌈전문"	81
2013-09-27	"금"	"12"	"치킨"	329
2013-09-27	"금"	"12"	"피자전문"	329
2013-09-27	"금"	"12"	"음식점-중국음식"	3829
2013-09-27	"금"	"13"	"음식점-족발/보쌈전문"	62
2013-09-27	"금"	"13"	"치킨"	336
2013-09-27	"금"	"13"	"피자전문"	344
2013-09-27	"금"	"13"	"음식점-중국음식"	2674
2013-09-27	"금"	"14"	"음식점-족발/보쌈전문"	54
2013-09-27	"금"	"14"	"피자전문"	283
2013-09-27	"금"	"14"	"치킨"	390
2013-09-27	"금"	"14"	"음식점-중국음식"	1929
2013-09-27	"금"	"15"	"음식점-족발/보쌈전문"	99
2013-09-27	"금"	"15"	"피자전문"	369
2013-09-27	"금"	"15"	"치킨"	559
2013-09-27	"금"	"15"	"음식점-중국음식"	1546
2013-09-27	"금"	"16"	"음식점-족발/보쌈전문"	127
2013-09-27	"금"	"16"	"피자전문"	470
2013-09-27	"금"	"16"	"치킨"	829
2013-09-27	"금"	"16"	"음식점-중국음식"	1503
2013-09-27	"금"	"17"	"음식점-족발/보쌈전문"	189
2013-09-27	"금"	"17"	"피자전문"	603
2013-09-27	"금"	"17"	"치킨"	1366
2013-09-27	"금"	"17"	"음식점-중국음식"	1903
2013-09-27	"금"	"18"	"음식점-족발/보쌈전문"	411
2013-09-27	"금"	"18"	"피자전문"	853
2013-09-27	"금"	"18"	"치킨"	2694
2013-09-27	"금"	"18"	"음식점-중국음식"	2944
2013-09-27	"금"	"19"	"음식점-족발/보쌈전문"	498
2013-09-27	"금"	"19"	"피자전문"	944
2013-09-27	"금"	"19"	"음식점-중국음식"	3047
2013-09-27	"금"	"19"	"치킨"	3632
2013-09-27	"금"	"20"	"음식점-족발/보쌈전문"	365
2013-09-27	"금"	"20"	"피자전문"	765
2013-09-27	"금"	"20"	"음식점-중국음식"	1697
2013-09-27	"금"	"20"	"치킨"	3696
2013-09-27	"금"	"21"	"음식점-족발/보쌈전문"	323
2013-09-27	"금"	"21"	"음식점-중국음식"	597
2013-09-27	"금"	"21"	"피자전문"	746
2013-09-27	"금"	"21"	"치킨"	3552
2013-09-27	"금"	"22"	"음식점-족발/보쌈전문"	334
2013-09-27	"금"	"22"	"음식점-중국음식"	368
2013-09-27	"금"	"22"	"피자전문"	620
2013-09-27	"금"	"22"	"치킨"	3926
2013-09-27	"금"	"23"	"음식점-족발/보쌈전문"	152
2013-09-27	"금"	"23"	"피자전문"	201
2013-09-27	"금"	"23"	"음식점-중국음식"	276
2013-09-27	"금"	"23"	"치킨"	2700
2013-09-28	"토"	"0"	"피자전문"	62
2013-09-28	"토"	"0"	"음식점-족발/보쌈전문"	80
2013-09-28	"토"	"0"	"음식점-중국음식"	277
2013-09-28	"토"	"0"	"치킨"	1221
2013-09-28	"토"	"1"	"피자전문"	18
2013-09-28	"토"	"1"	"음식점-족발/보쌈전문"	69
2013-09-28	"토"	"1"	"음식점-중국음식"	222
2013-09-28	"토"	"1"	"치킨"	360
2013-09-28	"토"	"2"	"피자전문"	19
2013-09-28	"토"	"2"	"음식점-족발/보쌈전문"	37
2013-09-28	"토"	"2"	"치킨"	126
2013-09-28	"토"	"2"	"음식점-중국음식"	225
2013-09-28	"토"	"3"	"피자전문"	9
2013-09-28	"토"	"3"	"음식점-족발/보쌈전문"	19
2013-09-28	"토"	"3"	"치킨"	59
2013-09-28	"토"	"3"	"음식점-중국음식"	185
2013-09-28	"토"	"4"	"피자전문"	9
2013-09-28	"토"	"4"	"음식점-족발/보쌈전문"	10
2013-09-28	"토"	"4"	"치킨"	33
2013-09-28	"토"	"4"	"음식점-중국음식"	168
2013-09-28	"토"	"5"	"음식점-족발/보쌈전문"	12
2013-09-28	"토"	"5"	"피자전문"	13
2013-09-28	"토"	"5"	"치킨"	16
2013-09-28	"토"	"5"	"음식점-중국음식"	126
2013-09-28	"토"	"6"	"피자전문"	5
2013-09-28	"토"	"6"	"치킨"	6
2013-09-28	"토"	"6"	"음식점-족발/보쌈전문"	8
2013-09-28	"토"	"6"	"음식점-중국음식"	114
2013-09-28	"토"	"7"	"치킨"	5
2013-09-28	"토"	"7"	"음식점-족발/보쌈전문"	5
2013-09-28	"토"	"7"	"피자전문"	5
2013-09-28	"토"	"7"	"음식점-중국음식"	94
2013-09-28	"토"	"8"	"치킨"	7
2013-09-28	"토"	"8"	"피자전문"	7
2013-09-28	"토"	"8"	"음식점-족발/보쌈전문"	13
2013-09-28	"토"	"8"	"음식점-중국음식"	147
2013-09-28	"토"	"9"	"음식점-족발/보쌈전문"	11
2013-09-28	"토"	"9"	"치킨"	20
2013-09-28	"토"	"9"	"피자전문"	24
2013-09-28	"토"	"9"	"음식점-중국음식"	326
2013-09-28	"토"	"10"	"음식점-족발/보쌈전문"	26
2013-09-28	"토"	"10"	"치킨"	62
2013-09-28	"토"	"10"	"피자전문"	138
2013-09-28	"토"	"10"	"음식점-중국음식"	986
2013-09-28	"토"	"11"	"음식점-족발/보쌈전문"	49
2013-09-28	"토"	"11"	"치킨"	315
2013-09-28	"토"	"11"	"피자전문"	456
2013-09-28	"토"	"11"	"음식점-중국음식"	3414
2013-09-28	"토"	"12"	"음식점-족발/보쌈전문"	103
2013-09-28	"토"	"12"	"피자전문"	773
2013-09-28	"토"	"12"	"치킨"	778
2013-09-28	"토"	"12"	"음식점-중국음식"	5218
2013-09-28	"토"	"13"	"음식점-족발/보쌈전문"	87
2013-09-28	"토"	"13"	"피자전문"	712
2013-09-28	"토"	"13"	"치킨"	843
2013-09-28	"토"	"13"	"음식점-중국음식"	4928
2013-09-28	"토"	"14"	"음식점-족발/보쌈전문"	115
2013-09-28	"토"	"14"	"피자전문"	717
2013-09-28	"토"	"14"	"치킨"	903
2013-09-28	"토"	"14"	"음식점-중국음식"	3427
2013-09-28	"토"	"15"	"음식점-족발/보쌈전문"	115
2013-09-28	"토"	"15"	"피자전문"	681
2013-09-28	"토"	"15"	"치킨"	1043
2013-09-28	"토"	"15"	"음식점-중국음식"	2525
2013-09-28	"토"	"16"	"음식점-족발/보쌈전문"	192
2013-09-28	"토"	"16"	"피자전문"	780
2013-09-28	"토"	"16"	"치킨"	1443
2013-09-28	"토"	"16"	"음식점-중국음식"	2234
2013-09-28	"토"	"17"	"음식점-족발/보쌈전문"	402
2013-09-28	"토"	"17"	"피자전문"	1030
2013-09-28	"토"	"17"	"치킨"	2767
2013-09-28	"토"	"17"	"음식점-중국음식"	2854
2013-09-28	"토"	"18"	"음식점-족발/보쌈전문"	681
2013-09-28	"토"	"18"	"피자전문"	1332
2013-09-28	"토"	"18"	"음식점-중국음식"	4150
2013-09-28	"토"	"18"	"치킨"	4508
2013-09-28	"토"	"19"	"음식점-족발/보쌈전문"	584
2013-09-28	"토"	"19"	"피자전문"	1264
2013-09-28	"토"	"19"	"음식점-중국음식"	3264
2013-09-28	"토"	"19"	"치킨"	4531
2013-09-28	"토"	"20"	"음식점-족발/보쌈전문"	544
2013-09-28	"토"	"20"	"피자전문"	1029
2013-09-28	"토"	"20"	"음식점-중국음식"	1906
2013-09-28	"토"	"20"	"치킨"	4439
2013-09-28	"토"	"21"	"음식점-족발/보쌈전문"	469
2013-09-28	"토"	"21"	"음식점-중국음식"	1090
2013-09-28	"토"	"21"	"피자전문"	1151
2013-09-28	"토"	"21"	"치킨"	4710
2013-09-28	"토"	"22"	"음식점-족발/보쌈전문"	323
2013-09-28	"토"	"22"	"음식점-중국음식"	502
2013-09-28	"토"	"22"	"피자전문"	748
2013-09-28	"토"	"22"	"치킨"	4274
2013-09-28	"토"	"23"	"음식점-족발/보쌈전문"	238
2013-09-28	"토"	"23"	"피자전문"	241
2013-09-28	"토"	"23"	"음식점-중국음식"	489
2013-09-28	"토"	"23"	"치킨"	3259
2013-09-29	"일"	"0"	"피자전문"	77
2013-09-29	"일"	"0"	"음식점-족발/보쌈전문"	136
2013-09-29	"일"	"0"	"음식점-중국음식"	348
2013-09-29	"일"	"0"	"치킨"	1457
2013-09-29	"일"	"1"	"피자전문"	49
2013-09-29	"일"	"1"	"음식점-족발/보쌈전문"	82
2013-09-29	"일"	"1"	"음식점-중국음식"	279
2013-09-29	"일"	"1"	"치킨"	516
2013-09-29	"일"	"2"	"피자전문"	28
2013-09-29	"일"	"2"	"음식점-족발/보쌈전문"	44
2013-09-29	"일"	"2"	"치킨"	142
2013-09-29	"일"	"2"	"음식점-중국음식"	222
2013-09-29	"일"	"3"	"피자전문"	20
2013-09-29	"일"	"3"	"음식점-족발/보쌈전문"	25
2013-09-29	"일"	"3"	"치킨"	58
2013-09-29	"일"	"3"	"음식점-중국음식"	195
2013-09-29	"일"	"4"	"피자전문"	9
2013-09-29	"일"	"4"	"음식점-족발/보쌈전문"	18
2013-09-29	"일"	"4"	"치킨"	32
2013-09-29	"일"	"4"	"음식점-중국음식"	167
2013-09-29	"일"	"5"	"음식점-족발/보쌈전문"	5
2013-09-29	"일"	"5"	"피자전문"	6
2013-09-29	"일"	"5"	"치킨"	15
2013-09-29	"일"	"5"	"음식점-중국음식"	125
2013-09-29	"일"	"6"	"음식점-족발/보쌈전문"	5
2013-09-29	"일"	"6"	"치킨"	5
2013-09-29	"일"	"6"	"피자전문"	7
2013-09-29	"일"	"6"	"음식점-중국음식"	98
2013-09-29	"일"	"7"	"피자전문"	5
2013-09-29	"일"	"7"	"음식점-족발/보쌈전문"	5
2013-09-29	"일"	"7"	"치킨"	6
2013-09-29	"일"	"7"	"음식점-중국음식"	109
2013-09-29	"일"	"8"	"치킨"	5
2013-09-29	"일"	"8"	"음식점-족발/보쌈전문"	5
2013-09-29	"일"	"8"	"피자전문"	5
2013-09-29	"일"	"8"	"음식점-중국음식"	154
2013-09-29	"일"	"9"	"음식점-족발/보쌈전문"	7
2013-09-29	"일"	"9"	"치킨"	9
2013-09-29	"일"	"9"	"피자전문"	27
2013-09-29	"일"	"9"	"음식점-중국음식"	319
2013-09-29	"일"	"10"	"치킨"	32
2013-09-29	"일"	"10"	"음식점-족발/보쌈전문"	40
2013-09-29	"일"	"10"	"피자전문"	127
2013-09-29	"일"	"10"	"음식점-중국음식"	1210
2013-09-29	"일"	"11"	"음식점-족발/보쌈전문"	68
2013-09-29	"일"	"11"	"치킨"	231
2013-09-29	"일"	"11"	"피자전문"	484
2013-09-29	"일"	"11"	"음식점-중국음식"	3440
2013-09-29	"일"	"12"	"음식점-족발/보쌈전문"	107
2013-09-29	"일"	"12"	"치킨"	736
2013-09-29	"일"	"12"	"피자전문"	869
2013-09-29	"일"	"12"	"음식점-중국음식"	5496
2013-09-29	"일"	"13"	"음식점-족발/보쌈전문"	107
2013-09-29	"일"	"13"	"치킨"	892
2013-09-29	"일"	"13"	"피자전문"	934
2013-09-29	"일"	"13"	"음식점-중국음식"	5105
2013-09-29	"일"	"14"	"음식점-족발/보쌈전문"	128
2013-09-29	"일"	"14"	"피자전문"	895
2013-09-29	"일"	"14"	"치킨"	1035
2013-09-29	"일"	"14"	"음식점-중국음식"	3993
2013-09-29	"일"	"15"	"음식점-족발/보쌈전문"	112
2013-09-29	"일"	"15"	"피자전문"	929
2013-09-29	"일"	"15"	"치킨"	1308
2013-09-29	"일"	"15"	"음식점-중국음식"	2937
2013-09-29	"일"	"16"	"음식점-족발/보쌈전문"	248
2013-09-29	"일"	"16"	"피자전문"	1056
2013-09-29	"일"	"16"	"치킨"	2076
2013-09-29	"일"	"16"	"음식점-중국음식"	2914
2013-09-29	"일"	"17"	"음식점-족발/보쌈전문"	607
2013-09-29	"일"	"17"	"피자전문"	1286
2013-09-29	"일"	"17"	"치킨"	3498
2013-09-29	"일"	"17"	"음식점-중국음식"	3943
2013-09-29	"일"	"18"	"음식점-족발/보쌈전문"	677
2013-09-29	"일"	"18"	"피자전문"	1507
2013-09-29	"일"	"18"	"치킨"	4323
2013-09-29	"일"	"18"	"음식점-중국음식"	4556
2013-09-29	"일"	"19"	"음식점-족발/보쌈전문"	477
2013-09-29	"일"	"19"	"피자전문"	1203
2013-09-29	"일"	"19"	"음식점-중국음식"	2966
2013-09-29	"일"	"19"	"치킨"	3636
2013-09-29	"일"	"20"	"음식점-족발/보쌈전문"	243
2013-09-29	"일"	"20"	"피자전문"	860
2013-09-29	"일"	"20"	"음식점-중국음식"	1483
2013-09-29	"일"	"20"	"치킨"	2960
2013-09-29	"일"	"21"	"음식점-족발/보쌈전문"	240
2013-09-29	"일"	"21"	"음식점-중국음식"	664
2013-09-29	"일"	"21"	"피자전문"	831
2013-09-29	"일"	"21"	"치킨"	3084
2013-09-29	"일"	"22"	"음식점-족발/보쌈전문"	156
2013-09-29	"일"	"22"	"음식점-중국음식"	354
2013-09-29	"일"	"22"	"피자전문"	445
2013-09-29	"일"	"22"	"치킨"	2485
2013-09-29	"일"	"23"	"음식점-족발/보쌈전문"	100
2013-09-29	"일"	"23"	"피자전문"	174
2013-09-29	"일"	"23"	"음식점-중국음식"	250
2013-09-29	"일"	"23"	"치킨"	1623
2013-09-30	"월"	"0"	"피자전문"	41
2013-09-30	"월"	"0"	"음식점-족발/보쌈전문"	63
2013-09-30	"월"	"0"	"음식점-중국음식"	240
2013-09-30	"월"	"0"	"치킨"	622
2013-09-30	"월"	"1"	"피자전문"	26
2013-09-30	"월"	"1"	"음식점-족발/보쌈전문"	50
2013-09-30	"월"	"1"	"음식점-중국음식"	178
2013-09-30	"월"	"1"	"치킨"	220
2013-09-30	"월"	"2"	"피자전문"	15
2013-09-30	"월"	"2"	"음식점-족발/보쌈전문"	23
2013-09-30	"월"	"2"	"치킨"	97
2013-09-30	"월"	"2"	"음식점-중국음식"	159
2013-09-30	"월"	"3"	"피자전문"	9
2013-09-30	"월"	"3"	"음식점-족발/보쌈전문"	17
2013-09-30	"월"	"3"	"치킨"	31
2013-09-30	"월"	"3"	"음식점-중국음식"	126
2013-09-30	"월"	"4"	"음식점-족발/보쌈전문"	6
2013-09-30	"월"	"4"	"피자전문"	13
2013-09-30	"월"	"4"	"치킨"	21
2013-09-30	"월"	"4"	"음식점-중국음식"	113
2013-09-30	"월"	"5"	"피자전문"	6
2013-09-30	"월"	"5"	"음식점-족발/보쌈전문"	7
2013-09-30	"월"	"5"	"치킨"	8
2013-09-30	"월"	"5"	"음식점-중국음식"	72
2013-09-30	"월"	"6"	"피자전문"	5
2013-09-30	"월"	"6"	"치킨"	5
2013-09-30	"월"	"6"	"음식점-족발/보쌈전문"	9
2013-09-30	"월"	"6"	"음식점-중국음식"	64
2013-09-30	"월"	"7"	"치킨"	5
2013-09-30	"월"	"7"	"피자전문"	5
2013-09-30	"월"	"7"	"음식점-족발/보쌈전문"	9
2013-09-30	"월"	"7"	"음식점-중국음식"	84
2013-09-30	"월"	"8"	"피자전문"	5
2013-09-30	"월"	"8"	"치킨"	6
2013-09-30	"월"	"8"	"음식점-족발/보쌈전문"	8
2013-09-30	"월"	"8"	"음식점-중국음식"	113
2013-09-30	"월"	"9"	"음식점-족발/보쌈전문"	10
2013-09-30	"월"	"9"	"피자전문"	16
2013-09-30	"월"	"9"	"치킨"	19
2013-09-30	"월"	"9"	"음식점-중국음식"	218
2013-09-30	"월"	"10"	"음식점-족발/보쌈전문"	31
2013-09-30	"월"	"10"	"치킨"	33
2013-09-30	"월"	"10"	"피자전문"	95
2013-09-30	"월"	"10"	"음식점-중국음식"	634
2013-09-30	"월"	"11"	"음식점-족발/보쌈전문"	57
2013-09-30	"월"	"11"	"치킨"	110
2013-09-30	"월"	"11"	"피자전문"	278
2013-09-30	"월"	"11"	"음식점-중국음식"	2383
2013-09-30	"월"	"12"	"음식점-족발/보쌈전문"	84
2013-09-30	"월"	"12"	"치킨"	292
2013-09-30	"월"	"12"	"피자전문"	310
2013-09-30	"월"	"12"	"음식점-중국음식"	3435
2013-09-30	"월"	"13"	"음식점-족발/보쌈전문"	64
2013-09-30	"월"	"13"	"치킨"	312
2013-09-30	"월"	"13"	"피자전문"	325
2013-09-30	"월"	"13"	"음식점-중국음식"	2758
2013-09-30	"월"	"14"	"음식점-족발/보쌈전문"	69
2013-09-30	"월"	"14"	"피자전문"	265
2013-09-30	"월"	"14"	"치킨"	357
2013-09-30	"월"	"14"	"음식점-중국음식"	1877
2013-09-30	"월"	"15"	"음식점-족발/보쌈전문"	75
2013-09-30	"월"	"15"	"피자전문"	308
2013-09-30	"월"	"15"	"치킨"	433
2013-09-30	"월"	"15"	"음식점-중국음식"	1487
2013-09-30	"월"	"16"	"음식점-족발/보쌈전문"	106
2013-09-30	"월"	"16"	"피자전문"	406
2013-09-30	"월"	"16"	"치킨"	727
2013-09-30	"월"	"16"	"음식점-중국음식"	1388
2013-09-30	"월"	"17"	"음식점-족발/보쌈전문"	180
2013-09-30	"월"	"17"	"피자전문"	542
2013-09-30	"월"	"17"	"치킨"	1244
2013-09-30	"월"	"17"	"음식점-중국음식"	1825
2013-09-30	"월"	"18"	"음식점-족발/보쌈전문"	284
2013-09-30	"월"	"18"	"피자전문"	708
2013-09-30	"월"	"18"	"치킨"	1997
2013-09-30	"월"	"18"	"음식점-중국음식"	2672
2013-09-30	"월"	"19"	"음식점-족발/보쌈전문"	371
2013-09-30	"월"	"19"	"피자전문"	694
2013-09-30	"월"	"19"	"치킨"	2527
2013-09-30	"월"	"19"	"음식점-중국음식"	2552
2013-09-30	"월"	"20"	"음식점-족발/보쌈전문"	280
2013-09-30	"월"	"20"	"피자전문"	570
2013-09-30	"월"	"20"	"음식점-중국음식"	1448
2013-09-30	"월"	"20"	"치킨"	2290
2013-09-30	"월"	"21"	"음식점-족발/보쌈전문"	207
2013-09-30	"월"	"21"	"피자전문"	555
2013-09-30	"월"	"21"	"음식점-중국음식"	574
2013-09-30	"월"	"21"	"치킨"	2389
2013-09-30	"월"	"22"	"음식점-족발/보쌈전문"	175
2013-09-30	"월"	"22"	"음식점-중국음식"	329
2013-09-30	"월"	"22"	"피자전문"	403
2013-09-30	"월"	"22"	"치킨"	2404
2013-09-30	"월"	"23"	"음식점-족발/보쌈전문"	136
2013-09-30	"월"	"23"	"피자전문"	147
2013-09-30	"월"	"23"	"음식점-중국음식"	271
2013-09-30	"월"	"23"	"치킨"	1529
2013-10-01	"화"	"6"	"치킨"	5
2013-10-01	"화"	"7"	"치킨"	5
2013-10-01	"화"	"7"	"피자"	5
2013-10-01	"화"	"5"	"피자"	5
2013-10-01	"화"	"3"	"피자"	5
2013-10-01	"화"	"6"	"피자"	5
2013-10-01	"화"	"8"	"치킨"	5
2013-10-01	"화"	"8"	"피자"	5
2013-10-01	"화"	"4"	"음식점-족발/보쌈전문"	6
2013-10-01	"화"	"5"	"음식점-족발/보쌈전문"	6
2013-10-01	"화"	"9"	"치킨"	6
2013-10-01	"화"	"6"	"음식점-족발/보쌈전문"	7
2013-10-01	"화"	"4"	"피자"	8
2013-10-01	"화"	"5"	"치킨"	9
2013-10-01	"화"	"8"	"음식점-족발/보쌈전문"	9
2013-10-01	"화"	"7"	"음식점-족발/보쌈전문"	10
2013-10-01	"화"	"3"	"음식점-족발/보쌈전문"	11
2013-10-01	"화"	"9"	"피자"	11
2013-10-01	"화"	"2"	"피자"	13
2013-10-01	"화"	"9"	"음식점-족발/보쌈전문"	16
2013-10-01	"화"	"2"	"음식점-족발/보쌈전문"	20
2013-10-01	"화"	"10"	"치킨"	22
2013-10-01	"화"	"3"	"치킨"	24
2013-10-01	"화"	"1"	"피자"	25
2013-10-01	"화"	"10"	"음식점-족발/보쌈전문"	25
2013-10-01	"화"	"4"	"치킨"	27
2013-10-01	"화"	"1"	"음식점-족발/보쌈전문"	38
2013-10-01	"화"	"0"	"피자"	39
2013-10-01	"화"	"6"	"음식점-중국음식"	41
2013-10-01	"화"	"10"	"피자"	42
2013-10-01	"화"	"7"	"음식점-중국음식"	43
2013-10-01	"화"	"0"	"음식점-족발/보쌈전문"	61
2013-10-01	"화"	"5"	"음식점-중국음식"	61
2013-10-01	"화"	"11"	"음식점-족발/보쌈전문"	61
2013-10-01	"화"	"12"	"음식점-족발/보쌈전문"	62
2013-10-01	"화"	"8"	"음식점-중국음식"	63
2013-10-01	"화"	"2"	"치킨"	68
2013-10-01	"화"	"14"	"음식점-족발/보쌈전문"	71
2013-10-01	"화"	"3"	"음식점-중국음식"	72
2013-10-01	"화"	"15"	"음식점-족발/보쌈전문"	72
2013-10-01	"화"	"13"	"음식점-족발/보쌈전문"	75
2013-10-01	"화"	"4"	"음식점-중국음식"	86
2013-10-01	"화"	"16"	"음식점-족발/보쌈전문"	87
2013-10-01	"화"	"2"	"음식점-중국음식"	89
2013-10-01	"화"	"23"	"음식점-족발/보쌈전문"	99
2013-10-01	"화"	"23"	"피자"	111
2013-10-01	"화"	"1"	"음식점-중국음식"	117
2013-10-01	"화"	"23"	"음식점-중국음식"	127
2013-10-01	"화"	"11"	"치킨"	141
2013-10-01	"화"	"0"	"음식점-중국음식"	142
2013-10-01	"화"	"9"	"음식점-중국음식"	165
2013-10-01	"화"	"22"	"음식점-족발/보쌈전문"	171
2013-10-01	"화"	"17"	"음식점-족발/보쌈전문"	173
2013-10-01	"화"	"21"	"음식점-족발/보쌈전문"	198
2013-10-01	"화"	"11"	"피자"	199
2013-10-01	"화"	"22"	"음식점-중국음식"	200
2013-10-01	"화"	"1"	"치킨"	208
2013-10-01	"화"	"15"	"피자"	212
2013-10-01	"화"	"14"	"피자"	229
2013-10-01	"화"	"20"	"음식점-족발/보쌈전문"	253
2013-10-01	"화"	"13"	"피자"	255
2013-10-01	"화"	"12"	"치킨"	263
2013-10-01	"화"	"12"	"피자"	270
2013-10-01	"화"	"13"	"치킨"	271
2013-10-01	"화"	"14"	"치킨"	280
2013-10-01	"화"	"18"	"음식점-족발/보쌈전문"	306
2013-10-01	"화"	"16"	"피자"	322
2013-10-01	"화"	"21"	"음식점-중국음식"	327
2013-10-01	"화"	"19"	"음식점-족발/보쌈전문"	342
2013-10-01	"화"	"22"	"피자"	352
2013-10-01	"화"	"15"	"치킨"	374
2013-10-01	"화"	"21"	"피자"	396
2013-10-01	"화"	"17"	"피자"	419
2013-10-01	"화"	"10"	"음식점-중국음식"	466
2013-10-01	"화"	"20"	"피자"	480
2013-10-01	"화"	"0"	"치킨"	550
2013-10-01	"화"	"16"	"치킨"	593
2013-10-01	"화"	"19"	"피자"	615
2013-10-01	"화"	"18"	"피자"	618
2013-10-01	"화"	"15"	"음식점-중국음식"	830
2013-10-01	"화"	"16"	"음식점-중국음식"	906
2013-10-01	"화"	"20"	"음식점-중국음식"	920
2013-10-01	"화"	"17"	"치킨"	1015
2013-10-01	"화"	"17"	"음식점-중국음식"	1128
2013-10-01	"화"	"14"	"음식점-중국음식"	1164
2013-10-01	"화"	"23"	"치킨"	1219
2013-10-01	"화"	"11"	"음식점-중국음식"	1620
2013-10-01	"화"	"13"	"음식점-중국음식"	1657
2013-10-01	"화"	"19"	"음식점-중국음식"	1663
2013-10-01	"화"	"18"	"치킨"	1695
2013-10-01	"화"	"18"	"음식점-중국음식"	1792
2013-10-01	"화"	"22"	"치킨"	1902
2013-10-01	"화"	"21"	"치킨"	1980
2013-10-01	"화"	"20"	"치킨"	1985
2013-10-01	"화"	"19"	"치킨"	2179
2013-10-01	"화"	"12"	"음식점-중국음식"	2306
2013-10-02	"수"	"6"	"피자"	5
2013-10-02	"수"	"4"	"음식점-족발/보쌈전문"	5
2013-10-02	"수"	"4"	"피자"	5
2013-10-02	"수"	"7"	"치킨"	5
2013-10-02	"수"	"5"	"음식점-족발/보쌈전문"	5
2013-10-02	"수"	"6"	"음식점-족발/보쌈전문"	5
2013-10-02	"수"	"3"	"음식점-족발/보쌈전문"	5
2013-10-02	"수"	"3"	"피자"	5
2013-10-02	"수"	"5"	"피자"	5
2013-10-02	"수"	"6"	"치킨"	5
2013-10-02	"수"	"7"	"피자"	5
2013-10-02	"수"	"8"	"치킨"	8
2013-10-02	"수"	"8"	"피자"	8
2013-10-02	"수"	"2"	"음식점-족발/보쌈전문"	9
2013-10-02	"수"	"4"	"치킨"	10
2013-10-02	"수"	"8"	"음식점-족발/보쌈전문"	10
2013-10-02	"수"	"9"	"음식점-족발/보쌈전문"	10
2013-10-02	"수"	"5"	"치킨"	13
2013-10-02	"수"	"7"	"음식점-족발/보쌈전문"	14
2013-10-02	"수"	"2"	"피자"	16
2013-10-02	"수"	"9"	"피자"	16
2013-10-02	"수"	"1"	"피자"	17
2013-10-02	"수"	"1"	"음식점-족발/보쌈전문"	22
2013-10-02	"수"	"9"	"치킨"	22
2013-10-02	"수"	"0"	"피자"	23
2013-10-02	"수"	"3"	"치킨"	30
2013-10-02	"수"	"10"	"음식점-족발/보쌈전문"	33
2013-10-02	"수"	"6"	"음식점-중국음식"	35
2013-10-02	"수"	"7"	"음식점-중국음식"	42
2013-10-02	"수"	"10"	"치킨"	43
2013-10-02	"수"	"0"	"음식점-족발/보쌈전문"	48
2013-10-02	"수"	"14"	"음식점-족발/보쌈전문"	56
2013-10-02	"수"	"5"	"음식점-중국음식"	58
2013-10-02	"수"	"10"	"피자"	59
2013-10-02	"수"	"11"	"음식점-족발/보쌈전문"	59
2013-10-02	"수"	"8"	"음식점-중국음식"	61
2013-10-02	"수"	"4"	"음식점-중국음식"	65
2013-10-02	"수"	"2"	"치킨"	72
2013-10-02	"수"	"15"	"음식점-족발/보쌈전문"	72
2013-10-02	"수"	"13"	"음식점-족발/보쌈전문"	77
2013-10-02	"수"	"12"	"음식점-족발/보쌈전문"	80
2013-10-02	"수"	"3"	"음식점-중국음식"	81
2013-10-02	"수"	"1"	"음식점-중국음식"	90
2013-10-02	"수"	"2"	"음식점-중국음식"	97
2013-10-02	"수"	"16"	"음식점-족발/보쌈전문"	107
2013-10-02	"수"	"0"	"음식점-중국음식"	122
2013-10-02	"수"	"23"	"피자"	150
2013-10-02	"수"	"23"	"음식점-족발/보쌈전문"	153
2013-10-02	"수"	"9"	"음식점-중국음식"	164
2013-10-02	"수"	"11"	"치킨"	169
2013-10-02	"수"	"23"	"음식점-중국음식"	172
2013-10-02	"수"	"17"	"음식점-족발/보쌈전문"	183
2013-10-02	"수"	"1"	"치킨"	188
2013-10-02	"수"	"22"	"음식점-족발/보쌈전문"	202
2013-10-02	"수"	"22"	"음식점-중국음식"	202
2013-10-02	"수"	"11"	"피자"	205
2013-10-02	"수"	"14"	"피자"	212
2013-10-02	"수"	"13"	"피자"	228
2013-10-02	"수"	"12"	"피자"	246
2013-10-02	"수"	"13"	"치킨"	255
